Term	fdr	es	nes	gene %	lead_genes
cardiac muscle tissue morphogenesis (GO:0055008)	0.0	0.799150498096714	2.5236928200682867	9.59%	MYL2;MYH7;TNNI3;MYL3;TCAP;MYBPC3;TNNC1;MYH6;ACTC1;NKX2-5;TNNT2;HAND1;PROX1;S1PR1
actomyosin structure organization (GO:0031032)	0.0	0.6514969882789489	2.435525608650444	4.10%	TCAP;MYH6;CSRP3;ACTN2;LMOD2;ACTC1;MYOM2;SYNPO2L;TNNT2;TNNT1;KLHL41;TNNT3;MYLK3;LMOD3;PGM5;OBSCN;CASQ1;MYPN;MYH14;TMOD1
ventricular cardiac muscle tissue morphogenesis (GO:0055010)	0.0	0.7361096669264087	2.404065966870284	5.27%	MYL2;MYH7;TNNI3;MYL3;MYBPC3;TNNC1;MYH6;NKX2-5;RYR2;TNNT2;HAND1;DLL4
cardiac muscle cell development (GO:0055013)	0.0	0.7707691154555534	2.3724323132029768	4.33%	MYL2;TCAP;MYH6;CSRP3;ACTC1;NKX2-5;MYLK3;MYH11;HEY2;LRRC10
regulation of cardiac conduction (GO:1903779)	0.0	0.6890347320247138	2.354980691771966	18.80%	CASQ2;FXYD1;NKX2-5;NPPA;ATP1A3;RYR2;ATP1A2;TRDN;FXYD6;CASQ1;TNNI3K;ABCC9;GJA5;ATP1B2;TBX5;NPR1;KCNJ11;ATP2A3;DMPK;ACE2;ATP2A2;CORIN
regulation of blood circulation (GO:1903522)	0.0	0.7551288389046537	2.3438705055567213	16.92%	DES;MYH6;FXYD1;KCNIP2;HSPB7;TNNT2;CYP2J2;S100A1;PLN;CAV3;KCNQ1;TBX2;CACNA1H;AGER;DMPK;ACE2
eye morphogenesis (GO:0048592)	0.07506883523164008	-0.6995458157797119	-2.3234578913901687	15.10%	FBN1;EFEMP1;MFAP5;COL5A2;COL5A1;MFAP2;NF1
regulation of striated muscle contraction (GO:0006942)	5.548722521719382e-05	0.7831611441381447	2.3151297779942643	15.14%	MYL2;MYL3;MYBPC3;NKX2-5;RYR2;TNNT3;ATP1A2;TNNI3K;CAV3;GJA5;CALM3;RNF207;HCN4
antigen processing and presentation of endogenous peptide antigen (GO:0002483)	5.240460159401638e-05	0.8945564203534531	2.307554153716435	8.39%	HLA-E;HLA-A;HLA-DRA;AZGP1;HLA-DRB1;HLA-F;TAP1;TAP2
muscle cell development (GO:0055001)	4.9646464668015523e-05	0.724608651075784	2.2947604900791982	4.91%	TCAP;MYH6;NRAP;NKX2-5;RAMP2;NEBL;MYH11;HEY2;LRRC10;CAV3
cardiac myofibril assembly (GO:0055003)	4.716414143461475e-05	0.8197135618352949	2.2735958646379175	9.83%	MYL2;TCAP;CSRP3;NRAP;ACTC1;NEBL;MYLK3;PROX1;FHOD3
regulation of cardiac muscle contraction (GO:0055117)	4.491822993772833e-05	0.7216270669529249	2.2716425843902623	17.27%	TNNI3;NKX2-5;NPPA;RYR2;TNNI3K;PLN;CAV3;KCNQ1;GJA5;SCN5A;CALM3;RNF207;HCN4;ADRA1A;ATP2A2
positive regulation of T cell mediated immunity (GO:0002711)	4.287649221328613e-05	0.8457373228607521	2.2653395678819157	4.23%	HLA-E;HLA-A;HLA-DRA;AZGP1;HLA-B;HLA-DRB1;HLA-F
cardiac ventricle morphogenesis (GO:0003208)	4.1012296899665e-05	0.6678091291245508	2.260165461509948	13.37%	MYL2;MYH7;TNNI3;MYL3;MYBPC3;TNNC1;MYH6;TNNT2;HEY2;HAND1;DLL4;PROX1;HEY1;HEYL
ncRNA export from nucleus (GO:0097064)	0.09688884333897013	-0.5533009891332906	-2.259266576836224	41.09%	TPR;XPOT;PHAX;NUP93;SSB;SEC13;RAN;SEH1L;NUP37;NUP107;NUP50;RANBP2;RAE1;NUP54;NCBP2
extracellular matrix organization (GO:0030198)	0.07536911057256664	-0.2975896861000055	-2.254921631614989	15.71%	HAPLN1;COMP;ADAM12;VCAN;LOX;COL8A2;COL1A1;FBN1;LOXL2;THBS1;ITGA2;ADAMTS12;ITGA11;TIMP1;COL1A2;MFAP5;FN1;COL5A2;PLOD2;P4HA2;ITGB8;ADAMTS6;MMP16;COL5A1;ICAM3;CD44;ITGAE;COL12A1;SPARC;ADAM10;COL11A1;COL14A1;SERPINE1;ADAMTS5;COL6A3;ATP7A;ADAMTS2;SH3PXD2A;PXDN;RECK;VCAM1;FGF2;DDR2;TGFB2;DST;P4HA1;COL3A1;COL4A1;MFAP2;KIF9;P3H4;ITGA8;NF1;COL8A1;COL4A4;TGFBR1
skeletal muscle contraction (GO:0003009)	3.930345119551229e-05	0.9053991251209562	2.25381436415477	3.64%	MYH7;TNNI3;TCAP;TNNC1;TNNT1;TNNT3;MYH14
nucleocytoplasmic transport (GO:0006913)	0.0617366100945008	-0.49778615864921993	-2.2530561746328686	45.95%	NXT2;SNRPD1;RSRC1;PHAX;GEMIN6;ATXN1;NEMF;SNRPD2;SNRPF;GEMIN2;MALT1;SNUPN;SNRPG;SNRPE;GEMIN7;SNRPD3;NUTF2;NCBP2;RITA1;AAAS
cilium organization (GO:0044782)	0.06205690379148914	-0.3231170960417839	-2.239401872146718	29.14%	CEP78;ARMC9;DYNC2H1;CEP41;DYNLL1;ABCC4;CEP126;MAK;SCLT1;ARL6;DZIP1;CEP290;CEP162;HSPB11;B9D1;ARF4;CEP89;LZTFL1;TTC8;RP2;IFT52;SPAG16;FAM161A;NEK1;TMEM107;CC2D2A;ARL3;BBIP1;IQCG;RAB23;AHI1;KIF3A;CLUAP1;TMEM237;KIAA0586;PKD2;TMEM138;RAB11A;CFAP44;HYLS1;KIF3B;INTU;ARL13B;TCTN3;BBS7;EXOC5;PIBF1;TMEM216;IFT43;RAB8A;ACTR3;SSX2IP;RAB8B;IFT74;CENPJ;CEP83;IFT88
peptidyl-asparagine modification (GO:0018196)	0.05434983670770741	-0.5095074821886518	-2.2210572959998705	29.36%	OSTC;UGGT2;STT3A;LMAN1;FUT8;MGAT2;UGGT1;ALG5;ALG8;OST4;DAD1;RPN2;MCFD2
protein N-linked glycosylation via asparagine (GO:0018279)	0.05434983670770741	-0.5095074821886518	-2.2210572959998705	29.36%	OSTC;UGGT2;STT3A;LMAN1;FUT8;MGAT2;UGGT1;ALG5;ALG8;OST4;DAD1;RPN2;MCFD2
replicative senescence (GO:0090399)	0.04844442166948507	-0.7684037535173169	-2.220672425825384	18.10%	CDKN2A;PLA2R1;SERPINE1;ATM;ATR;TP53
regulation of muscle contraction (GO:0006937)	0.00011319393944307537	0.7552879280818646	2.214083085458293	1.66%	MYL2;MYL3;MYBPC3;TNNC1;TNNT1;TNNT3;ATP1A2
positive regulation of T cell mediated cytotoxicity (GO:0001916)	0.00014512043518343	0.8172039575541474	2.2028529313193985	4.23%	HLA-E;HLA-A;HLA-DRA;AZGP1;HLA-B;HLA-DRB1;HLA-F
protein N-linked glycosylation (GO:0006487)	0.0562115438214521	-0.4240108325763523	-2.1939434793073307	31.08%	ALG14;OSTC;TMEM258;UGGT2;PMM2;GFPT1;KRTCAP2;STT3A;PGM3;LMAN1;FUT8;MGAT2;UGGT1;ALG5;ALG8;OST4;ALG13;DAD1;B4GALT1;RPN2;MCFD2;ALG9;TMEM165
cardiac muscle cell action potential (GO:0086001)	0.0002794912085014207	0.6931938391778484	2.1738935905125394	15.14%	YWHAE;KCNIP2;ATP1A2;KCNH2;SLC4A3;SCN4B;KCNQ1;FGF12;HCN2;SCN5A;SCN2B;SCN1B;HCN4
interferon-gamma-mediated signaling pathway (GO:0060333)	0.00026950937962636997	0.6155638885121621	2.17303194283218	8.58%	HLA-E;HLA-A;HLA-DRA;HLA-B;HLA-DRB1;HLA-DPA1;HLA-F;HLA-DRB5;IRF6;IFNGR2;HLA-DPB1;HLA-DQB1;NCAM1;CAMK2B;IRF7
tRNA export from nucleus (GO:0006409)	0.05825341613975271	-0.5771906806982204	-2.1726695015519146	38.17%	TPR;XPOT;NUP93;SSB;SEC13;RAN;SEH1L;NUP37;NUP107;NUP50;RANBP2;RAE1;NUP54
tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	0.05825341613975271	-0.5771906806982204	-2.1726695015519146	38.17%	TPR;XPOT;NUP93;SSB;SEC13;RAN;SEH1L;NUP37;NUP107;NUP50;RANBP2;RAE1;NUP54
intraciliary transport involved in cilium assembly (GO:0035735)	0.054696308254930374	-0.4839007263970661	-2.1699684395408103	35.70%	DYNC2H1;DYNLL1;TRIP11;KIF3C;HSPB11;IFT52;KIF3A;CLUAP1;DYNC2LI1;KIF3B;IFT22;IFT43;TNPO1;SSX2IP;IFT74;IFT88;IFT81;IFT80;DYNLRB1;IFT57
regulation of calcium ion transmembrane transport (GO:1903169)	0.0003252699409283775	0.8277815368962502	2.1605747984695824	12.17%	HRC;CASQ2;NPPA;ATP1A2;TRDN;CASQ1;CAV3;LIME1
activin receptor signaling pathway (GO:0032924)	0.06082720477626608	-0.7918186045005461	-2.150033057710705	15.71%	INHBA;GDF6;SMAD2;ACVR2A;TGFBR1
external encapsulating structure organization (GO:0045229)	0.058453599700370416	-0.31675029214830186	-2.146611714317031	15.40%	HAPLN1;COMP;ADAM12;VCAN;LOX;COL8A2;COL1A1;FBN1;THBS1;ITGA2;ADAMTS12;ITGA11;COL1A2;MFAP5;FN1;COL5A2;ITGB8;ADAMTS6;MMP16;COL5A1;ICAM3;CD44;ITGAE;SPARC;COL11A1;COL14A1;SERPINE1;ADAMTS5;COL6A3;ATP7A;ADAMTS2;SH3PXD2A;PXDN;RECK;VCAM1;FGF2;DDR2;COL3A1;COL4A1;MFAP2;ITGA8;NF1;COL8A1;COL4A4
extracellular structure organization (GO:0043062)	0.05592628224757186	-0.31717434269397027	-2.145053094274063	15.71%	HAPLN1;COMP;ADAM12;VCAN;LOX;COL8A2;COL1A1;FBN1;THBS1;ITGA2;ADAMTS12;ITGA11;COL1A2;MFAP5;FN1;COL5A2;ITGB8;ADAMTS6;MMP16;COL5A1;ICAM3;CD44;ITGAE;SPARC;COL11A1;COL14A1;SERPINE1;ADAMTS5;COL6A3;ATP7A;ADAMTS2;SH3PXD2A;PXDN;RECK;VCAM1;FGF2;DDR2;COL3A1;COL4A1;MFAP2;ITGA8;NF1;COL8A1;COL4A4;TGFBR1
blood circulation (GO:0008015)	0.0004401986533897376	0.6421074921679842	2.1334896115355537	16.92%	MYL2;TNNI3;ACTC1;TRDN;PLN;DLL4;NPR1;SGCG;NOS3;MEOX2;ADORA2A;HCN4;F5;NPPB;ACE2
regulation of T cell mediated cytotoxicity (GO:0001914)	0.00048685565351860383	0.8373335064596336	2.125568783005351	4.23%	HLA-E;HLA-A;HLA-DRA;AZGP1;HLA-B;HLA-DRB1;HLA-F
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	0.0008843276518990265	0.5755722982826498	2.0982324892187583	22.63%	RAMP2;RAMP3;ADCY4;GABBR1;PTH1R;PDE2A;S1PR1;ADCY5;ADORA2A;CHRM2;AVPR2;LPAR3;ADGRG1;ADCYAP1R1;GNAO1;ADRB2;RGS1;VIPR2;ADGRD1;VIPR1;PTGIR;RAMP1;ADCY3;GRK5;GPR4
chloride transport (GO:0006821)	0.001171957453829821	0.7192041071129701	2.08664160215913	6.03%	FXYD1;SLC5A1;SLC12A7;CLIC5;CLIC1;GABRE;ANO5;SLC26A9
skeletal myofibril assembly (GO:0014866)	0.0011652317295610703	0.8446948926573897	2.0850908071107255	9.32%	TCAP;ACTA1;ACTC1;LMOD3;MYH11;PROX1
potassium ion import across plasma membrane (GO:1990573)	0.0012936450222065757	0.6994356796944313	2.0779365105638194	16.04%	ATP1A3;SLC12A7;ATP1A2;KCNH2;KCNJ8;KCNJ4;ABCC9;HCN2;ATP1B2;KCNJ11;HCN4;KCNJ5
positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	0.0014149242430384421	0.736533644869375	2.0750429543738282	15.75%	HLA-E;HLA-A;HLA-DRA;AZGP1;HLA-B;HLA-DRB1;HLA-F;TYROBP;SPI1
skeletal system development (GO:0001501)	0.10131643267969119	-0.33000223270185625	-2.0711067980125417	10.24%	HAPLN1;CDH11;IGF1;TNFRSF11B;COMP;VCAN;TRPS1;COL1A1;FBN1;COL1A2;SOX4;NPR3;ITGB8;HHIP;MMP16;CD44;TRIP11;ATP7A;EXT1;GLI2;ANKRD11;PAPSS1
response to muscle stretch (GO:0035994)	0.0015551419608170268	0.7744126962285263	2.066290684647156	4.91%	TCAP;CSRP3;NPPA;RYR2;CAV3
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	0.0018369191927165743	0.6841001921474246	2.057895909715019	14.06%	HRC;CASQ2;RYR2;ATP1A2;TRDN;CASQ1;DHRS7C;CALM3;GSTM2
striated muscle cell development (GO:0055002)	0.0020074993533707812	0.8172493023290524	2.055425460950849	4.10%	MYH6;LMOD2;KLHL41;LMOD3;PGM5;TMOD1
negative regulation of ion transmembrane transporter activity (GO:0032413)	0.0024525353545999666	0.8063770545156921	2.0432676336048003	4.91%	ACTN2;CASQ2;YWHAE;PLN;CAV3
adult heart development (GO:0007512)	0.002737820893033734	0.8989679882648078	2.0356671427424975	0.64%	MYH7;TCAP;MYH6;NKX2-5
cardiac muscle tissue development (GO:0048738)	0.003705753969862587	0.586235500505159	2.021533094649742	15.97%	TCAP;CSRP3;ACTC1;NKX2-5;NPPA;HEY2;TBX2;GJA5;SCN5A;SGCG;MYOCD;HEY1;BMP5;HCN4;BMP7;NPPB
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	0.004124120274282592	0.5686444464782253	2.0135259440844844	24.66%	RAMP2;RAMP3;HLA-DRB1;ADCY4;PTH1R;CD163;POMC;ADRB1;ADCY5;HRH2;ADORA2A;AVPR2;P2RY11;ADCYAP1R1;ADRB2;FGR;PRKAR1B;VIPR2;VIPR1;PTGIR;RAMP1;CYSLTR2;ADCY3;GGT5;PRKACA
cotranslational protein targeting to membrane (GO:0006613)	0.15741100649905684	-0.30906872400899094	-2.0120403978836037	23.03%	RPS19;SSR1;RPS29;RPL31;RPS15A;RPS23;RPL37;SEC62;RPL15;RPS14;RPS3;RPL32;SRP19;RPL27A;RPL34;RPS6;RPL36;UBA52;RPL37A;RPL28;RPS4Y1;RPL35A;SSR2;RPL14;RPS5;RPS4X;RPL30;RPL11;RPL12;RPS8;TRAM1;RPLP1;RPL23;SRP72;SEC63;RPL3;RPLP0;RPL23A;RPS21;RPS24;ARL6IP1;RPS20
negative regulation of protein processing (GO:0010955)	0.1577867896742515	-0.6996219953106875	-2.0056183745965837	6.10%	SERPINE2;THBS1;CHAC1;SERPINE1
regulation of protein processing (GO:0070613)	0.15308036880436046	-0.8164317994809861	-2.0027801693499163	2.83%	RUNX1;SERPINE2;CHAC1
neuron projection extension (GO:1990138)	0.15070962349361647	-0.5627108666921414	-1.9980451008260207	13.06%	ALCAM;NRP2;MAP1B;CDKL3;LLPH;SEMA5A;IQGAP1
regulation of sodium ion transmembrane transport (GO:1902305)	0.005531067495513911	0.6809190238318409	1.9962060093909912	19.35%	FXYD1;FXYD6;SCN4B;CAV3;FGF12;SCN5A;SCN2B;GPD1L;SCN1B;SNTA1
negative regulation of ion transport (GO:0043271)	0.005450078565777704	0.7762501570707856	1.9958951704824515	7.96%	ACTN2;CASQ2;WNK2;PLN;CAV3;PACSIN3
cellular response to interferon-gamma (GO:0071346)	0.006049313792700587	0.537253709480796	1.9895816492840945	24.06%	HLA-E;HLA-A;HLA-DRA;HLA-B;HLA-DRB1;HLA-DPA1;HLA-F;HLA-DRB5;IRF6;IFNGR2;HLA-DPB1;HLA-DQB1;NCAM1;CAMK2B;IRF7;LGALS9;CAMK2A;AIF1;OAS2;CCL21;GBP4;HLA-C;TRIM26;OAS3;DAPK3
regulation of inflammatory response to antigenic stimulus (GO:0002861)	0.005920604988600574	0.5602100718017364	1.989348875874821	20.47%	RAMP2;RAMP3;HLA-DRB1;ADCY4;PTH1R;CD163;POMC;ADRB1;ADCY5;HRH2;ADORA2A;AVPR2;P2RY11;ADCYAP1R1;ADRB2;FGR;PRKAR1B;VIPR2;VIPR1;PTGIR;RAMP1;CYSLTR2;ADCY3
skeletal muscle tissue development (GO:0007519)	0.0058955176793268425	0.6531859720621926	1.9883095361448624	8.45%	ACTA1;CSRP3;POPDC2;KLHL41;LMOD3;MYH14;MYOZ2
regulation of cation transmembrane transport (GO:1904062)	0.006410473101112943	0.7034724856581531	1.9834872726321755	19.35%	HRC;KCNIP2;KCNH2;FGF12;SCN5A;KCNAB2;KCNN2;SNTA1
regulation of cell communication by electrical coupling (GO:0010649)	0.006395457578533759	0.786904780798534	1.9831115810648083	10.24%	HRC;CASQ2;TRDN;IRX3;CALM3
regulation of cellular response to growth factor stimulus (GO:0090287)	0.16624334784025022	-0.5557833533434692	-1.9781189291216321	28.98%	SFRP4;FST;SLIT2;CASK;SULF1;FSTL1;PCSK6;XIAP;TWSG1;DOK5
positive regulation of cation channel activity (GO:2001259)	0.007398296695625842	0.6781211104545056	1.9750254552820306	15.92%	ACTN2;KCNIP2;TRDN;CASQ1;SHANK3;CALM3;JPH2;GSTM2;ADRB2
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484)	0.007119115688243734	0.8817032696088882	1.9747478285207263	4.23%	HLA-E;HLA-A;AZGP1;HLA-B;HLA-F
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)	0.007119115688243734	0.8817032696088882	1.9747478285207263	4.23%	HLA-E;HLA-A;AZGP1;HLA-B;HLA-F
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	0.008384736255042623	0.5830764708037652	1.9654142776511985	22.63%	RAMP2;RAMP3;ADCY4;PTH1R;ADRA2B;S1PR1;ADRB1;ADCY5;ADORA2A;LPAR3;ADGRG1;ADRB2;ADRA1A;ADGRD1;PTGIR;RAMP1;ADCY3;GPR4
cardiac cell development (GO:0055006)	0.008489545458230654	0.7385046789440837	1.9636352859123767	4.33%	TCAP;MYH6;NKX2-5;MYH11;LRRC10
wound healing (GO:0042060)	0.18131408412122046	-0.38091644713877815	-1.9598615253943363	17.76%	NRG1;IGF1;AHNAK2;FUT10;MACF1;PDGFRA;FGF2;TGFB2;DST;COL3A1;MIA3;NF1;PRCP;TGFBR1;PPP3CA;MYOF
regulation of posttranscriptional gene silencing (GO:0060147)	0.16791397064613256	-0.4302843287377177	-1.9590345459111032	47.22%	POLR2F;TPR;NUP93;SEC13;SEH1L;NUP37;NUP107;NUP50;POLR2K;POLR2G;RANBP2;POLR2H;AGO1;RAE1;NUP54;AGO2;PUM1;POLR2C;POLR2J;AAAS;EIF4G1
regulation of gene silencing by RNA (GO:0060966)	0.16791397064613256	-0.4302843287377177	-1.9590345459111032	47.22%	POLR2F;TPR;NUP93;SEC13;SEH1L;NUP37;NUP107;NUP50;POLR2K;POLR2G;RANBP2;POLR2H;AGO1;RAE1;NUP54;AGO2;PUM1;POLR2C;POLR2J;AAAS;EIF4G1
negative regulation of potassium ion transport (GO:0043267)	0.010028585862939136	0.9212309898113511	1.9527835248900594	4.91%	ACTN2;CASQ2;KCNH2;CAV3
negative regulation of potassium ion transmembrane transport (GO:1901380)	0.010028585862939136	0.9212309898113511	1.9527835248900594	4.91%	ACTN2;CASQ2;KCNH2;CAV3
regulation of long-term synaptic potentiation (GO:1900271)	0.010489955594940176	0.708090071925104	1.9497693719655669	15.94%	FAM107A;SHANK3;SCGN;TYROBP;APOE;EPHA4;PTN;AGER
negative regulation of nervous system development (GO:0051961)	0.17734723597185617	-0.6913352720547885	-1.9476065282534394	14.33%	IL6;HOOK3;CCL11;DYNLT1;REST
heart morphogenesis (GO:0003007)	0.010663892317589165	0.5591697577953361	1.947542670315896	13.37%	TCAP;MYBPC3;ACTC1;NKX2-5;RYR2;SYNPO2L;HEY2;TBX2;NOS3;HEY1;HEYL
regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	0.010816309769004983	0.8402471793811364	1.9454528812103618	10.24%	HRC;TRDN;TBX5;IRX3;CALM3
regulation of immune effector process (GO:0002697)	0.010747238785920408	0.6378878954448948	1.9444748551314044	16.69%	HLA-DRA;HLA-DRB1;C6;C1QB;C1QC;C1QA;VTN;CFI;C7;SUSD4
heart development (GO:0007507)	0.011030323400030868	0.48140723897487414	1.942207118574006	10.23%	MYL2;MYH7;TNNI3;TCAP;MYBPC3;MYH6;CSRP3;POPDC2;NKX2-5;SYNPO2L;LDB3;RAMP2;SOX18;HAND1;APLNR;PDGFB;TBX2;FGF12;NDRG4;TBX5;RBM20;DAND5;SGCG;MYOCD
axon extension (GO:0048675)	0.18105490926979267	-0.5946256154534582	-1.9402650607647212	12.05%	ALCAM;NRP2;SLIT2;SLIT3;MAP1B;SEMA5A
heart process (GO:0003015)	0.011558957837308759	0.7716710565906626	1.9382007913268238	1.82%	MYL2;TNNI3;ACTC1;RAMP3;TRDN
regulation of potassium ion transport (GO:0043266)	0.011717341387662101	0.7168321269875869	1.9361073421982529	14.38%	ACTN2;CASQ2;KCNIP2;KCNH2;KCNAB2;KCNN2
tRNA transport (GO:0051031)	0.1859562289880913	-0.5067568993768913	-1.9318717697159151	38.17%	TPR;XPOT;NUP93;SSB;SEC13;RAN;SEH1L;NUP37;NUP107;NUP50;RANBP2;RAE1;NUP54
positive regulation of alpha-beta T cell activation (GO:0046635)	0.017008115003497994	0.9127089307420592	1.913226627212595	2.37%	HLA-E;HLA-A;HLA-DRA;HLA-DRB1
negative regulation of long-term synaptic potentiation (GO:1900272)	0.01796525023736689	0.8153191733456923	1.9093333084876833	15.94%	FAM107A;TYROBP;APOE;EPHA4;PTN;AGER
cardiac muscle cell action potential involved in contraction (GO:0086002)	0.017992767986100788	0.6317966428909305	1.9082459180966458	19.35%	RYR2;KCNH2;SCN4B;CAV3;KCNQ1;FGF12;SCN5A;SCN2B;GPD1L;SCN1B;SNTA1
skeletal muscle thin filament assembly (GO:0030240)	0.01776978387580632	0.8525958987203716	1.908173588347374	9.32%	TCAP;ACTA1;ACTC1;LMOD3;PROX1
embryonic heart tube development (GO:0035050)	0.018934010402012005	0.6801391583090145	1.9035678398872873	7.48%	NKX2-5;RYR2;SOX18;HAND1;TBX2;NDRG4
cardiac ventricle development (GO:0003231)	0.021668554121960146	0.6396571511010055	1.8934090494368834	13.37%	HEY2;DLL4;PDE2A;GJA5;SCN5A;TBX5;DAND5;HEY1;HEYL
inorganic cation import across plasma membrane (GO:0098659)	0.021549362649843695	0.5824078184977628	1.8925592512840288	16.04%	ATP1A3;SLC5A1;SLC12A7;ATP1A2;KCNH2;KCNJ8;KCNJ4;ABCC9;HCN2;ATP1B2;KCNJ11;HCN4;KCNJ5
positive regulation of heart contraction (GO:0045823)	0.021629999307930258	0.6718991053233333	1.8911717474505096	20.89%	HRC;NKX2-5;NPPA;RYR2;ATP1A2;KCNQ1;ADRA1A;ATP2A2;GSK3A
cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	0.02188933029869517	0.681326076707032	1.8897301200696426	8.12%	ATP1A3;RYR2;ATP1A2;GJA5;ATP1B2;TBX5
phospholipid metabolic process (GO:0006644)	0.021606275603154593	0.5460892344055264	1.8896907516428931	27.11%	FITM1;FITM2;AGPAT1;LPL;PLA2G4B;PIP4K2B;PLA2G2A;GPAT2;LPCAT1;CLN8;PLCB2;PLA2G4C;PLA2G5;PLPP1;AGPAT2;PLBD1;PGP;ABCA2;LCAT
