Term	fdr	es	nes	gene %	lead_genes
DNA metabolic process (GO:0006259)	0.0	-0.4591372773872984	-2.7219708623858745	24.01%	TYMS;CDK1;TOP2A;CDT1;SLX1A;RMI2;ORC6;CHEK1;ERCC5;CBS;CDC6;DBF4;HELLS;RAD51AP1;UHRF1;CDC45;CDC7;TDP1;FANCA;TOP1MT;RAD54L;WDHD1;NABP1;RAD51D;TOP3B;LIG1;TIMELESS;HMGB3;PRIM1;GEN1;RECQL4;NPM1;MCM2;RAD18;BARD1;MSH6;MCM5;MCM6;UBE2V2;PRIM2;TOP3A;DNASE1;FANCC;BRCA1;MCM4;FANCG;GMNN;RFC4;ENDOV;KPNA2;USP3;RPA3;RAN;MSH2;POLA1;TERF1;SMUG1;MRE11;POLD1;UBA52;CDK2;RNASEH2A;NUDT1
spindle assembly checkpoint signaling (GO:0071173)	0.0	-0.7788027102249759	-2.7198512405051436	6.99%	PLK1;MAD2L1;CDC20;ZWINT;BUB1B;CENPF;BUB1;TTK;KNTC1;TRIP13
mitotic spindle checkpoint signaling (GO:0071174)	0.0	-0.7788027102249759	-2.7198512405051436	6.99%	PLK1;MAD2L1;CDC20;ZWINT;BUB1B;CENPF;BUB1;TTK;KNTC1;TRIP13
mitotic spindle assembly checkpoint signaling (GO:0007094)	0.0	-0.7788027102249759	-2.7198512405051436	6.99%	PLK1;MAD2L1;CDC20;ZWINT;BUB1B;CENPF;BUB1;TTK;KNTC1;TRIP13
DNA replication-independent nucleosome assembly (GO:0006336)	0.0	-0.7201656619503587	-2.6852945865411	20.55%	CENPW;CENPU;ITGB3BP;ASF1B;CENPK;CENPA;CENPM;OIP5;CENPN;CENPP;NPM1;CENPO;CENPH;RBBP4;NASP
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	7.828542751652762e-05	-0.7472171636737378	-2.680012448875289	10.98%	PLK1;MAD2L1;CDC20;ZWINT;BUB1B;CENPF;BUB1;TTK;KNTC1;TRIP13;FBXO5
mitotic nuclear division (GO:0140014)	7.36804023684966e-05	-0.5955114011248613	-2.67849709270539	23.34%	NUSAP1;PLK1;ZWINT;KIFC1;TPX2;SPAG5;NDC80;KIF11;CENPK;CDCA8;CHEK2;NCAPG2;SGO2;SMC4;KIF2A;ZNF207;UBE2S;RAN;RAB11A;NDE1
sister chromatid segregation (GO:0000819)	6.958704668135789e-05	-0.6956342469002186	-2.6610203691858034	9.49%	TOP2A;NUSAP1;PLK1;ZWINT;KIFC1;SPAG5;NDC80;CENPK;CDCA8;NCAPG2;SGO2
chromatin remodeling at centromere (GO:0031055)	6.592457054023379e-05	-0.6993092733514048	-2.6500593460081276	20.55%	CENPW;CENPU;ITGB3BP;CENPK;HELLS;CENPA;CENPM;OIP5;CENPN;CENPP;NPM1;CENPO;CENPH;RBBP4;NASP
cardiac muscle contraction (GO:0060048)	0.0	0.8019855079842737	2.648633985461261	7.13%	MYH7;TNNI3;TCAP;MYBPC3;MYH6;CSRP3;CASQ2;ATP1A2;MYL3;TTN;SCN5A;TNNC1;SCN4B;SLC8A1;KCNQ1;RYR2;TNNT2
mitotic metaphase plate congression (GO:0007080)	6.26283420132221e-05	-0.6475551586468915	-2.6438252459633755	11.52%	CDT1;CCNB1;KIFC1;CDCA5;KIF2C;NDC80;CDCA8;NUF2;CEP55;SPDL1;PSRC1
regulation of heart contraction (GO:0008016)	0.0	0.6837304038280891	2.619577606147184	17.77%	DES;MYH6;HRC;CASQ2;HSPB7;ATP1A2;NPPA;ATP1A3;TRDN;KCNIP2;PLN;CYP2J2;CASQ1;TNNI3K;FXYD1;CORIN;CAV3;SLC8A1;KCNQ1;ACE2;ABCC9;RYR2;TNNT2;APLN;S100A1;AGT;NKX2-5;ATP2A3;KCNJ12;HCN4;RNF207;TBX2;NPR1;ATP2A2
CENP-A containing nucleosome assembly (GO:0034080)	0.0001138697127513129	-0.7136139280837174	-2.6165080281592883	20.55%	CENPW;CENPU;ITGB3BP;CENPK;CENPA;CENPM;OIP5;CENPN;CENPP;NPM1;CENPO;CENPH;RBBP4;NASP
CENP-A containing chromatin organization (GO:0061641)	0.0001138697127513129	-0.7136139280837174	-2.6165080281592883	20.55%	CENPW;CENPU;ITGB3BP;CENPK;CENPA;CENPM;OIP5;CENPN;CENPP;NPM1;CENPO;CENPH;RBBP4;NASP
double-strand break repair via homologous recombination (GO:0000724)	0.00010891885567516887	-0.5843303415481866	-2.5859625923958944	22.04%	SLX1A;ERCC5;RAD51AP1;GINS2;MMS22L;CDC45;CDC7;GINS4;RAD54L;NABP1;RAD51D;GEN1;RECQL4;SEM1;MCM2;MCM5;MCM6;BRCA1;MCM4;RPA3;MRE11
histone exchange (GO:0043486)	0.00010438057002203683	-0.6966855025358158	-2.5834172366868513	22.54%	CENPW;CENPU;ITGB3BP;CENPK;CENPA;CENPM;OIP5;CENPN;CENPP;NPM1;CENPO;CENPH;RBBP4;NASP;ZNHIT1
DNA replication (GO:0006260)	0.00010020534722115536	-0.5040403722122194	-2.5727010291899655	34.79%	CDK1;RMI2;ORC6;CHEK1;CDC6;DBF4;CDC45;CDC7;TOP1MT;WDHD1;NAP1L1;TIMELESS;RECQL4;PIF1;MCM2;RHNO1;BARD1;TIPIN;MCM5;MCM6;TOP3A;BRCA1;MCM4;RFC4;RPA3;POLA1;MRE11;POLD1;CDK2;RNASEH2A;FEN1;POLA2;RFC5;MCM7;ATM;KIN;POLE;RECQL5;DONSON;TOPBP1;ORC5
mitotic spindle assembly (GO:0090307)	9.635129540495707e-05	-0.6925592030108731	-2.567374338179795	8.92%	AURKB;PRC1;KIFC1;TPX2;KIF23;KIF11;KIF4A;RACGAP1;CHEK2
DNA replication initiation (GO:0006270)	9.278272890847719e-05	-0.6377697841726618	-2.565933789447669	36.49%	CDT1;ORC6;CDC6;DBF4;CDC45;CDC7;PRIM1;MCM2;MCM5;MCM6;PRIM2;MCM4;GMNN;RPA3;POLA1;CDK2;POLA2;MCM7;POLE;TOPBP1;ORC5;ORC4
cytoskeleton-dependent cytokinesis (GO:0061640)	0.00017893812003777745	-0.5853358152453536	-2.5228979189256555	14.64%	NUSAP1;AURKB;PLK1;KIF20A;KIF23;STMN1;CENPA;CEP55;KIF4A;RACGAP1;USP8;EFHC1;MYH10;ECT2;CKAP2
DNA repair (GO:0006281)	0.00017276784003647478	-0.42023793543285926	-2.5057647438113007	28.90%	CDK1;SLX1A;RMI2;CHEK1;FANCI;CDCA5;ERCC5;GTF2H2C;RAD51AP1;FANCD2;TDP1;FANCA;ATXN3;EME1;TRIP13;RAD54L;WDHD1;NABP1;CHEK2;RAD51D;TRAIP;LIG1;TIMELESS;GTF2H2;RECQL4;NPM1;RAD18;FAAP20;RHNO1;BARD1;MSH6;FTO;UBE2V2;FANCC;BRCA1;FANCG;RFC4;ENDOV;KPNA2;USP3;MAPK8;RPA3;NSD2;MSH2;POLA1;SMUG1;MRE11;POLD1;UBA52;RNASEH2A;NUDT1;MAD2L2;FEN1;TRIM28;BACH1;ERCC2;TP53;RFC5;POLD3
regulation of cell cycle process (GO:0010564)	0.00020876114004407366	-0.4814291130912633	-2.4959458241879346	15.32%	AURKB;PLK1;RMI2;PRC1;CHEK1;KIF20A;PKMYT1;SPAG5;MKI67;KIF11;BUB1;DBF4;NEK2;CDC25C;RCC1;RACGAP1;PLK4;FSD1;FBXO5;RAB11FIP4;ECT2;PIK3C3;TIPIN
sarcomere organization (GO:0045214)	0.0	0.8003321705189346	2.4954660188409354	7.13%	TCAP;MYH6;CSRP3;ACTN2;MYOZ2;LMOD2;MYOM2;TTN;FHOD3;CASQ1;MYPN;TNNT3;SYNPO2L;TNNT2
muscle filament sliding (GO:0030049)	0.0	0.7888758124461903	2.4849266143816386	3.22%	MYH7;TNNI3;ACTA1;TCAP;DES;MYBPC3;MYH6;ACTN2;MYL3;TTN;TNNC1;TNNT3
actin-myosin filament sliding (GO:0033275)	0.0	0.7888758124461903	2.4849266143816386	3.22%	MYH7;TNNI3;ACTA1;TCAP;DES;MYBPC3;MYH6;ACTN2;MYL3;TTN;TNNC1;TNNT3
G1/S transition of mitotic cell cycle (GO:0000082)	0.00032324305555211404	-0.4937214250568217	-2.455448316763978	10.98%	TYMS;RRM2;CDT1;BCAT1;CDKN3;CDC6;DBF4;CDC45;CDC7;DHFR;RCC1;CDC25A;CCNE1;EIF4E;E2F1;FBXO5
myofibril assembly (GO:0030239)	0.0	0.7187508804033138	2.4455295824567167	9.37%	TCAP;MYH6;CSRP3;ACTN2;MYOZ2;LMOD2;MYOM2;TTN;FHOD3;LMOD3;CASQ1;MYPN;TNNT3;SYNPO2L;TNNT2;KLHL41;LMOD1
kinetochore organization (GO:0051383)	0.00031314171006611047	-0.8693634063376082	-2.4431822848696214	6.57%	CDT1;CENPW;DLGAP5;NDC80;CENPF;NUF2;CENPA
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	0.0005313919928394603	-0.6733035321680398	-2.4075430019464643	10.98%	TYMS;RRM2;CDT1;CDC6;CDC45;DHFR;CCNE1;E2F1;FBXO5
actomyosin structure organization (GO:0031032)	0.0	0.6444877043762655	2.39742072609548	9.37%	TCAP;MYH6;CSRP3;ACTN2;MYOZ2;LMOD2;MYOM2;TTN;FHOD3;LMOD3;CASQ1;MYPN;TNNT3;MYH14;FRMD3;SYNPO2L;TNNT2;FRMD5;KLHL41;SORBS1;LMOD1
mitotic cytokinesis (GO:0000281)	0.0008104844260534626	-0.5753482067010393	-2.383249139450161	14.64%	NUSAP1;PLK1;KIF20A;KIF23;STMN1;CENPA;CEP55;KIF4A;RACGAP1;USP8;EFHC1;MYH10;ECT2;CKAP2
regulation of blood circulation (GO:1903522)	0.0	0.7343519964956854	2.3447806515965914	12.68%	DES;MYH6;HSPB7;KCNIP2;PLN;CYP2J2;FXYD1;CAV3;KCNQ1;ACE2;TNNT2;S100A1;AGT;KCNJ12
regulation of cardiac conduction (GO:1903779)	0.0	0.6730761274607843	2.3393362801283604	23.90%	CASQ2;ATP1A2;NPPA;ATP1A3;TRDN;CASQ1;TNNI3K;TBX5;FXYD1;CORIN;SLC8A1;ACE2;ABCC9;RYR2;AGT;NKX2-5;ATP2A3;NPR1;ATP2A2;ITPR3;GJA5;TMEM65;ATP1B2;DMPK
double-strand break repair via break-induced replication (GO:0000727)	0.001395717336294664	-0.7657238667559398	-2.326953714743341	18.02%	GINS2;CDC45;CDC7;GINS4;MCM2;MCM5;MCM6;MCM4
regulation of chromosome segregation (GO:0051983)	0.0019832308304187003	-0.7314525932732194	-2.3039490786999415	21.80%	AURKB;RMI2;KIF2C;MKI67;BUB1;CDC6;RAD18;ZNF207;CSNK2A2
muscle cell development (GO:0055001)	0.0	0.7023022866946907	2.3010938741700815	17.63%	TCAP;MYH6;NRAP;TTN;MYH11;NEBL;LRRC10;CAV3;SLC8A1;ENG;DYSF;NKX2-5;DMD;ALPK3
regulation of calcium ion transmembrane transport (GO:1903169)	0.0	0.8118401462981738	2.288938277640972	4.26%	HRC;CASQ2;ATP1A2;NPPA;TRDN;CASQ1;CAV3
positive regulation of cell cycle G2/M phase transition (GO:1902751)	0.002640546311908824	-0.6769611646624817	-2.2726348659484525	13.87%	CDK1;CCNB1;DTL;CDC7;CDC25C;CDC25A;FBXO5;NPM1
negative regulation of cell cycle process (GO:0010948)	0.0026699451068794688	-0.5224786791040987	-2.270614629840195	21.37%	RRM2;AURKB;CHEK1;BMP4;NEK2;CDC7;EZH2;TOM1L1;E2F1;FBXO5;APAF1;RNF2;BRCA1;RBBP4;EHMT1;TERF1
blood circulation (GO:0008015)	5.962162976739136e-05	0.7289381013053344	2.2633036366292747	19.33%	TNNI3;SGCG;TRDN;CXCL12;NPPB;PLN;SGCD;DLL4;ACE2;MEOX2;COL4A3;HCN4;F5;ELN;NPR1;TBC1D8;ACE
cardiac muscle cell action potential (GO:0086001)	5.58952779069294e-05	0.745722549648967	2.259313784035035	17.16%	ATP1A2;SCN5A;KCNIP2;FGF12;SCN4B;SLC8A1;KCNQ1;HCN2;KCNJ2;SCN2B;HCN4;SLC4A3;DMD;SCN1B
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	0.003436529536110136	-0.7253228483443532	-2.253772876025681	10.98%	CDK1;CCNB1;DTL;CDC7;CDC25C;CDC25A;FBXO5
establishment of mitotic spindle localization (GO:0040001)	0.003350616297707383	-0.6828090067732172	-2.252167126470211	11.14%	NUSAP1;PLK1;MAD2L1;NDC80;CENPA;SPDL1
protein localization to chromosome, centromeric region (GO:0071459)	0.004093755038913055	-0.7873025918935299	-2.2297457816189437	11.14%	CDK1;AURKB;TTK;CENPA;ZWILCH;SPDL1
cardiac ventricle morphogenesis (GO:0003208)	5.2607320382992386e-05	0.6644254198976425	2.2245384757966753	9.49%	MYH7;TNNI3;MYBPC3;MYH6;MYL3;TNNC1;HEYL;DLL4;HEY1;TNNT2;ENG;PROX1;JAG1;MEF2C
cardiac myofibril assembly (GO:0055003)	9.936938294565227e-05	0.8011401577951551	2.206073589932982	7.86%	TCAP;CSRP3;NRAP;TTN;FHOD3;NEBL;PROX1
regulation of cardiac muscle contraction (GO:0055117)	9.41394154221969e-05	0.6890370876921922	2.204341414879551	20.12%	TNNI3;NPPA;SCN5A;PLN;TNNI3K;CAV3;SLC8A1;KCNQ1;RYR2;NKX2-5;HCN4;ADRA1A;RNF207;ATP2A2;GJA5
cardiac muscle cell differentiation (GO:0055007)	8.943244465108705e-05	0.7507129944595469	2.203168156171536	17.63%	TCAP;MYH6;TTN;MYH11;LRRC10;SLC8A1;MYOCD;MEF2C;NKX2-5;IRX3;ALPK3
skeletal muscle contraction (GO:0003009)	0.00012776063521583863	0.9506275572575134	2.201720312381563	3.31%	MYH7;TNNI3;TCAP;TNNC1;TNNT3;MYH14
mitotic cell cycle phase transition (GO:0044772)	0.005666373801196286	-0.3736734796774909	-2.1977479841883403	25.62%	CDK1;CCNB2;PLK1;FOXM1;MELK;BCAT1;CCNB1;PKMYT1;SKP2;CEP78;CDKN3;DBF4;NEK2;CDC7;CDC25C;RCC1;CDC25A;CCNE1;EIF4E;PLK4;CCNF;CHEK2;HAUS7;CCNA2;E2F1;MASTL;CCNG2;HAUS1;CCDC57;TACC3;SKP1;DYNLL1;HAUS8;EIF4EBP1;CEP250;UBE2S;ANAPC1;NASP;BRSK1;AURKA;NDE1;CDK2;CDK4;CCNG1;CDK14;TUBB;AJUBA
cardiac muscle tissue morphogenesis (GO:0055008)	0.00016260444482015828	0.6949948852329529	2.191745472177481	7.86%	MYH7;TNNI3;TCAP;MYBPC3;MYH6;MYL3;TTN;TNNC1;TNNT2;ENG;PROX1
ventricular cardiac muscle tissue morphogenesis (GO:0055010)	0.00019441835793714574	0.6743961709774005	2.1795565986285546	7.86%	MYH7;TNNI3;MYBPC3;MYH6;MYL3;TNNC1;DLL4;RYR2;TNNT2;ENG;PROX1
cardiac muscle cell development (GO:0055013)	0.00022358111162771763	0.6971598231666666	2.1727173736376213	11.84%	TCAP;MYH6;CSRP3;TTN;FHOD3;MYH11;LRRC10;SLC8A1;SORBS2;NKX2-5
mitotic spindle elongation (GO:0000022)	0.007572335897962308	-0.9176976869284562	-2.167429189579202	8.33%	AURKB;PRC1;KIF23;KIF4A;RACGAP1
mitotic spindle midzone assembly (GO:0051256)	0.007572335897962308	-0.9176976869284562	-2.167429189579202	8.33%	AURKB;PRC1;KIF23;KIF4A;RACGAP1
potassium ion transport (GO:0006813)	0.00025041084502304374	0.6658434327376295	2.1656817355929205	13.88%	ATP1A2;KCNJ8;KCNIP2;KCNQ1;ABCC9;HCN2;KCNJ2;KCNJ4;KCNA5;KCNS3;KCNJ12;HCN4;KCNJ5
potassium ion transmembrane transport (GO:0071805)	0.0003783680350622914	0.6192102719611993	2.1560382390069988	14.67%	ATP1A2;ATP1A3;KCNJ8;KCNIP2;KCNQ1;ABCC9;HCN2;KCNJ2;KCNJ4;KCNA5;KCNS3;KCNJ12;HCN4;KCNJ5;KCNE4
ncRNA processing (GO:0034470)	0.008767967881851095	-0.38766823191526645	-2.153294287162693	34.66%	LIN28A;RPL39;SMAD2;RPL37;RPS19;RPL27A;RPL37A;RPL15;RPL31;RPL28;RPS24;RPL18A;INTS6;RPL41;RPL13;RPS9;SMAD1;RPL14;RPL3;RPL30;RPL23A;RPL12;THG1L;UBA52;RPL23;RPL26;RPS17;RPL7;EXOSC3;WDR12;RPL36A;RPS2;TEX10;RPL18;KRR1;ADAT1;RPL32;POP4;TARBP2;RPL6;RPS27;RPS14;RPL7A;RPLP0;UTP6;SSB;RPL11;RPL22;RPP30;RPL4
mitotic nuclear membrane reassembly (GO:0007084)	0.008454826171784984	-0.5347084464875336	-2.1510740204864303	41.65%	CDK1;CCNB2;CCNB1;RCC1;NUP93;NUP37;RAN;NUP107;LBR;IST1;VRK1;NUP155;NDC1;KPNB1;POM121;UBE2I;NUP35;SEC13
nuclear membrane reassembly (GO:0031468)	0.008454826171784984	-0.5347084464875336	-2.1510740204864303	41.65%	CDK1;CCNB2;CCNB1;RCC1;NUP93;NUP37;RAN;NUP107;LBR;IST1;VRK1;NUP155;NDC1;KPNB1;POM121;UBE2I;NUP35;SEC13
mitotic nuclear membrane organization (GO:0101024)	0.008454826171784984	-0.5347084464875336	-2.1510740204864303	41.65%	CDK1;CCNB2;CCNB1;RCC1;NUP93;NUP37;RAN;NUP107;LBR;IST1;VRK1;NUP155;NDC1;KPNB1;POM121;UBE2I;NUP35;SEC13
spindle assembly (GO:0051225)	0.00874240529327427	-0.48925934711005087	-2.146080392184573	19.40%	KIFC1;TPX2;KIF11;NEK2;RCC1;CHEK2;HAUS7;HAUS1;RPS3;NEK6;KIF2A;HAUS8;ZNF207
mitotic DNA damage checkpoint signaling (GO:0044773)	0.008567557187408785	-0.5074455563142515	-2.146046375742459	35.79%	CDK1;PLK1;CHEK1;DTL;FANCD2;EME1;CHEK2;TIPIN;BRCA1;BRSK1;MRE11;CDK2;TP53;ATM;RPS27L;DONSON;TOPBP1;CDC14B
recombinational repair (GO:0000725)	0.008645167211236935	-0.5282915643774145	-2.141226022487987	33.63%	SLX1A;ERCC5;RAD51AP1;MMS22L;NABP1;RAD51D;GEN1;RECQL4;SEM1;RHNO1;BRCA1;RPA3;MRE11;FEN1;TONSL;RNF138;RECQL5;MORF4L1
response to muscle stretch (GO:0035994)	0.0006293394253224644	0.7813249756021096	2.1390888627256515	6.23%	TCAP;CSRP3;NPPA;TTN;CAV3;SLC8A1;RYR2
mitotic G2/M transition checkpoint (GO:0044818)	0.008719792234148616	-0.5971583284327575	-2.1387677096237976	22.04%	CDK1;PLK1;CHEK1;CDC6;DTL;NABP1;CHFR;BRCA1;BRSK1;MRE11
DNA integrity checkpoint signaling (GO:0031570)	0.008767967881851094	-0.5731634022846321	-2.1364939474341886	15.32%	CDT1;CHEK1;CDC6;CDC45;CHEK2;E2F1;TIMELESS;RHNO1;TIPIN
cellular macromolecule biosynthetic process (GO:0034645)	0.008767967881851095	-0.3426402018712523	-2.134866747789577	34.79%	TYMS;CDK1;POLR2F;RMI2;ORC6;RPS29;CHEK1;CDC6;DBF4;RPL39;CDC45;GCNT1;CDC7;TOP1MT;RPL37;EEF1A1;EXT1;E2F1;NAP1L1;RPS19;RPS15A;RPL27A;APOE;TIMELESS;RPS23;RPL37A;RPL15;RPL31;RPS3;RPL28;TAF1B;RECQL4;PIF1;MCM2;RPS24;RHNO1;RPL18A;BARD1;TIPIN;MCM5;MCM6;MRPL42;TOP3A;RPL41;RPL13;BRCA1;MCM4;RPS9;RFC4;RPL14;RPL3;RPL30;RPA3;EEF1D;POLA1;RPL23A;RPL12;MRE11;POLD1;RPL23;RPS20;RPL26;CDK2;RNASEH2A;RPS17;RPL7;RPL36A;FEN1;RPS2;RPS10;POLA2;MRPS6;HBS1L;RPL18;RFC5;POLD3;RPL32;RRBP1;RPS21;RPL6;RPS27;RPS14;MCM7;RPL7A;RPLP0;ATM;ST3GAL2;KIN;POLE;RPSA;RECQL5;RPS5;RPS3A;RPL11;RPL22;RPS4X;DONSON;TOPBP1;RPL4;ORC5
