Gene Name	log2FoldChange	-log10FDR	product
PTGDR	8.168299893701182	13.1174969285233	107.14764876688245
NAT8L	-4.582017689403665	23.383607676534773	-107.14410401595767
RNF219-AS1	-13.892282933313881	7.696238143054888	-106.91831780548074
CDRT4	10.48238784424351	10.115063854937885	106.03002239674778
CRABP2	-5.205511004372916	20.342137159006153	-105.89121883366974
PCDH10	-7.209581234679761	14.676295210222598	-105.8099425422413
DNAH11	-8.508914134484545	12.387574649759138	-105.40480902931797
PAX6	-12.458807366514414	8.458341770601686	-105.38085076006885
DSG2-AS1	-11.153816544770189	9.436907726029213	-105.25753752605426
TENM3	-5.265877016786083	19.834691281951038	-104.44704495667327
SPAG17	-10.816552706931281	9.635440455265092	-104.22224953887282
CSPG5	-4.918116205731353	21.18088527810273	-104.17005513797366
NUTM2G	-9.827320383206242	10.586530290249426	-104.03722490879848
SPESP1	10.898088180112131	9.531826637242244	103.87868721020766
BIRC5	-5.4801057895011756	18.927672467546234	-103.72564747118211
MEIS2	-3.1572887850963944	32.790745415430635	-103.52985275509016
LGR4	-2.923463255862464	35.31892207825506	-103.25357093244821
MS4A4A	10.465270721335965	9.865754457045599	103.24779126320911
G0S2	5.1656526639140115	19.83372316193903	102.45412488680338
AUNIP	-9.545340659528861	10.711882182924246	-102.24856454074958
TTN-AS1	-12.404156430563509	8.209780363335042	-101.83539988737638
HS3ST5	-8.565046867041712	11.837955915386448	-101.3926472252586
LILRB5	10.897690160669974	9.284207834346667	101.17642036597476
LAMA1	-7.474820538386121	13.531081806581637	-101.1424081944192
PCDHA10	-6.705627502051998	15.007536208334127	-100.63494753664648
TIMP4	9.925177875050236	10.120373934634221	100.44651146326669
AFAP1-AS1	-10.631833772409534	9.427426050692878	-100.23082667264998
SYT15	-8.528522794745289	11.737538731371044	-100.10386662470366
HPR	9.867886781340765	10.135370789303535	100.01469143575567
MAD2L1	-4.56712595445035	21.897205884867528	-100.00729732672143
LYPD6	-4.722338041761179	21.06991171225304	-99.49924561532197
KIAA1211	-5.727029339289106	17.35785917284358	-99.4089687501237
SHISA4	4.7435762016459755	20.931444259610334	99.28990085596685
ADGRV1	-8.418768774566352	11.779707177658421	-99.17063096080585
PERM1	7.018499233550496	14.109523246072289	99.02767808832127
CDR1	-9.979924672198718	9.914112141032493	-98.94209235923505
COL11A1	-10.35939896117178	9.54748962334508	-98.90625408587935
FAM184B	-9.454900511059943	10.450115761995365	-98.80480485872555
DTL	-5.918683641523363	16.596069747073006	-98.22688652558178
RAD54L	-7.757045046857503	12.615878586818042	-97.86193850363253
FAM166A	-10.818725508598407	9.037377734294248	-97.77290902484845
ZNF185	-3.703253610269396	26.360384346193165	-97.61918849812871
F13A1	8.371086326714105	11.60230118148222	97.12386477872471
DES	7.178454957531738	13.522184345873029	97.0683912542903
PRICKLE1	-3.637972894643998	26.625577136761965	-96.86312792779297
SPRR1A	9.534240222140973	10.145726224662694	96.73179105400953
SLC2A14	-6.879722480639897	14.048148143455483	-96.64736059389033
CENPK	-5.479099361147266	17.617811750089295	-96.52974110472705
CFD	7.899518551434908	12.203945269950298	96.40529206066867
IQGAP3	-4.87813193554565	19.702988888697153	-96.11377932365467
MMP24	-8.754632258506296	10.962174700950152	-95.96980826031981
MMEL1	-9.956084909949737	9.56422933820056	-95.22227938935715
LCORL	-7.1661532658141915	13.26145555348124	-95.03362302402932
FANCA	-8.166685072319902	11.630860551746261	-94.98557524618062
AFF2	-5.984212011872761	15.803240556993494	-94.56994196767525
SLX1A	9.737530907613571	9.697696885842953	94.43162315856364
GIMAP6	8.431030934207167	11.177020891580144	94.23380888919196
ASB15	8.966752023848855	10.482392687174132	93.99301584249709
KIAA0895	-7.938268770596123	11.826213101245578	-93.8796581360325
ESAM	8.95768737631409	10.443631418420711	93.55078531966441
ATP6V0C	4.3492190184240815	21.46496971198452	93.35585450125996
ALCAM	-3.444839139457951	27.068283608473646	-93.24588281241812
PP2D1	-9.80729393462036	9.495629543641916	-93.12643002876126
ARID3A	-3.5060576089677173	26.495449296804043	-92.89457161007817
FGR	8.042380823499569	11.507855242174912	92.5505543192765
THBS4	4.428132088016505	20.880384721621866	92.46110159594336
DNAH10	-8.876064708239262	10.377318105177755	-92.1097469995406
SIGLEC7	9.298467183925991	9.897918077678742	92.03546643448362
RELN	-5.504046687671328	16.687968563471895	-91.85135809574072
SYNPO	4.092908041946024	22.243936861319995	91.0423880642362
WNT5A	-4.159293423172478	21.826810176658604	-90.78410801661025
PRC1-AS1	-9.892440197278905	9.120144648964178	-90.22048553041134
CST3	2.9440814083177878	30.60694667093417	90.1093426592713
ESRP2	-7.7676914970497375	11.595987809793817	-90.07405591002784
SLFNL1-AS1	-9.533137782386802	9.429898167879967	-89.8965185082766
MIR6891	11.975373938195485	7.425643106984893	88.92485293772783
FAM107A	9.015440519408365	9.814336492902603	88.48056688922232
GALNT13	-4.717962362446193	18.546861995114504	-87.50339683443394
PDK4	8.907594620258179	9.823050481583486	87.49975162427758
NCF4	11.155454470790252	7.812563112443618	87.15269210104016
OAZ3	-8.931589150570387	9.751263215243002	-87.0942767376205
MRPL12	4.005624091698382	21.738892886401057	87.07783307261866
C22orf15	-10.077787338205276	8.623965563977979	-86.9104909657756
SCGB1D2	11.112871146612633	7.784471890356096	86.50783306195537
LINC01151	8.978632708738347	9.587145090182604	86.07945449013378
HSPB6	6.818422723739829	12.618530810091334	86.0384772157379
SDK2	-4.161557647133103	20.479684239870608	-85.22738655930482
PHYHIPL	-8.991868317180625	9.475015918027532	-85.19809543809386
EFCAB5	-9.178711041040334	9.244659284071785	-84.85405624136573
PLK4	-4.796601375498025	17.649839393120654	-84.65924391036175
TYMS	-6.202601091543549	13.578544207639178	-84.2222931238751
DCD	9.844467264063658	8.553614892308348	84.20578179673691
BRIP1	-6.576189165198033	12.772642205230099	-83.99531128098529
SEMA3A	-5.242154332426805	16.021014726142603	-83.98463175652209
CYP4B1	9.37096396316166	8.923499989176559	83.621796823847
FLRT2	-5.5529441683310825	15.026900579444842	-83.4435399407192
GDPD2	-8.200113397246888	10.16356586251282	-83.3423925929925
MARVELD3	-6.422227237623557	12.975305152375316	-83.33035816606203
PKMYT1	-8.032999692601729	10.364199123093162	-83.25560836987047
NOG	-5.100530263315721	16.305296337305613	-83.16565742075827
NSUN7	-4.057186730342609	20.353659907122932	-82.57859888908554
WDR38	-11.197300963042759	7.357738310554449	-82.38681027058793
C2CD4B	8.896773474509727	9.21187749186077	81.9559873200201
CASKIN1	-7.894134449246269	10.329893457583601	-81.54556780055437
HCK	7.466330839712434	10.918905179341632	81.52415847641426
CRYAB	4.9772313980932665	16.314277077696122	81.1999321083024
HHATL	7.186002832570662	11.207469869717452	80.53691022973996
RNF217-AS1	-8.973774103641952	8.951932210855526	-80.33261745133358
IGFBP7-AS1	-10.997076475699943	7.290069647466392	-80.16945342636684
MTRNR2L10	9.113528020944965	8.780715755135798	80.02329907838303
C6	8.016523886442222	9.95194470912636	79.78000247726376
MIF-AS1	-11.360844888225865	7.004897887385308	-79.58155835644554
DNAH2	-7.692443214346557	10.345311794769673	-79.58072351597538
TCAP	5.882201549355022	13.50970265369203	79.46679388087291
MDK	-5.1504700428643355	15.421860916860938	-79.42983265751258
UHRF1	-4.734483376711508	16.77338200494107	-79.41329827362544
CCDC183-AS1	-8.438069908104694	9.386039213901098	-79.20005504710949
PLCE1-AS1	-9.03633126938999	8.721268612431592	-78.80827227126504
C6orf223	-8.400031919311184	9.36114060180175	-78.63387985629461
FMO2	8.14958633103784	9.643131875301082	78.58753571934899
PKD2L2	-9.939368039975905	7.898844338401211	-78.50952096984962
LYVE1	8.38025016458618	9.356375150083183	78.40876439141464
PSMC5	2.7830203936275733	28.151378756158127	78.3458611871221
GNG12-AS1	-8.525920130582445	9.183162928837904	-78.29491367739753
ADD3-AS1	-8.695554327817337	8.991669984257767	-78.18755484591787
HYAL1	4.392738628924265	17.787137686888872	78.13424681519135
CKAP2	-3.9586006841439074	19.701060926723876	-77.98863326288993
ZNF300P1	8.039143446265363	9.681806540581286	77.83343159872318
GIMAP1	9.771247044261465	7.965308906047667	77.83100110484779
MAGI2	-4.559772326905812	17.057992508016167	-77.7805621906188
MYOM2	7.616785664750488	10.208957677435775	77.75944248953725
CLIC5	2.4470799682726145	31.718681896962163	77.61815109006733
MTRNR2L1	6.906641548186602	11.238100260311697	77.61753018055543
PITRM1-AS1	-8.624100378144973	8.999285957500769	-77.61074542911713
C10orf95	-9.181811893865934	8.432675790307458	-77.42724286856033
LGALS3	3.9550222337099257	19.56508533877361	77.38034751928173
CKM	4.798163152904518	16.032619250160284	76.92712293066674
CD86	6.905501874350083	11.11802523957547	76.77554413095994
ZNF366	9.178863235925748	8.336437295373106	76.51901780910048
KIAA1324L	-3.619416134919818	21.120989394786235	-76.44564980095967
MYO5B	-5.610573050218186	13.574072779930013	-76.15832692077558
EML5	-8.069440907407833	9.437866342412624	-76.15830474211197
HSPA7	8.630395438574231	8.808285223871383	76.01898461776038
RBM5-AS1	-8.849754419331086	8.58522061185727	-75.9770940507162
DHFR	-3.540135459544516	21.42079185644733	-75.83250482253159
A1CF	-9.913421940305252	7.6456288909535965	-75.79434519501109
C9orf41-AS1	-9.29923656530849	8.125369392289992	-75.55973215942151
GRM3	-7.945941505453338	9.496961401996087	-75.46229977980903
EPPK1	-7.908319471451009	9.538942044602727	-75.43700110837445
TICRR	-6.747679339221975	11.165130010800922	-75.33871709360861
SSTR5-AS1	9.340100566758395	8.038377156799827	75.0792510380438
ADAMTS9-AS1	-9.029498905856546	8.30487365289544	-74.98884756209623
FANCI	-6.616614723663699	11.319889803455105	-74.89934954379163
P3H2	-3.9060043490843137	19.028095313605316	-74.3238230497332
PIGF	-7.634329138480903	9.68134755225285	-73.9105937179247
XAF1	8.763201434696184	8.422445656374963	73.80758785959571
CYP4F24P	16.69812789354103	4.411633198435458	73.66601536686676
GIMAP7	10.907729924363487	6.749058538431547	73.61690778093069
SLC25A5-AS1	-8.881564438539781	8.287544651609972	-73.60636186054968
MYOC	9.132483194747037	8.011710157621666	73.16680837566399
ABCA6	9.071162682063338	8.030321088752455	72.8443489852775
CCDC159	3.1644410517250177	22.829600830675542	72.24292606308525
LDLRAD2	-9.977804022075622	7.2277635720266264	-72.11720843957895
ZWINT	-3.4751147494173233	20.729175608015517	-72.03626389867654
HLA-A	5.31164072201932	13.56192541169259	72.03607528573498
TOX	-3.979804628871278	18.06803126544043	-71.90723446479079
PRR34-AS1	9.135885542422944	7.841983051368342	71.6434595829218
XPO4	-3.060455475287461	23.336136526131213	-71.41920680345399
LINC01356	-8.634269787129094	8.268329847321242	-71.39099059074351
GTF3C2-AS1	-10.207467491689092	6.97834009787065	-71.23117969496514
RYR3	-8.221788931808668	8.649458926130839	-71.11402566499622
RPP21	9.851227361562334	7.195293251410611	70.88246975276101
ERBB4	-3.4520682703214174	20.52002339684585	-70.83652167450467
ZFP36	4.1643172463802065	16.976768084972022	70.69664812404606
PLK1	-3.436913760563698	20.569521463819186	-70.6956713672105
FOXM1	-5.146012359050434	13.705987052742332	-70.53117876639726
MS4A6A	8.407646560600849	8.387561157823168	70.51964972040123
GNLY	8.895119637679544	7.906516311881582	70.3294085114515
ACVR2B	-3.531570050462799	19.879346183061593	-70.20530360288228
ARHGEF39	-8.0351377173686	8.715211097522328	-70.02792140453106
ZNF497	-7.5821909435445365	9.21550384167806	-69.87370976857127
CD14	7.940256432642648	8.784578484141301	69.75180581675717
LRRC75A	-7.362065215440073	9.466296022107297	-69.69148866341487
CENPU	-5.506707695913898	12.643776835849176	-69.62558320738853
ADIPOQ	10.410690237900576	6.669763652414988	69.43684334530082
GZMB	9.758875176850133	7.091686696197217	69.20688526151736
DPT	8.327980735535318	8.30814653967673	69.19008433043223
EME1	-7.402738205871484	9.344847639061435	-69.17746064572802
CACNA1B	-5.856208847928397	11.809334858627905	-69.15793128724599
RAD21-AS1	-9.590208827138206	7.193666230332245	-68.98876138161832
TSKS	8.250598062890576	8.331867188029863	68.74288728182074
ADCY4	8.454184440142566	8.12722836283831	68.70908756659297
CD209	10.004573773680049	6.857490007797877	68.60626468528764
TDRD9	7.879512027331081	8.685859976358534	68.44033815143072
SEZ6	-8.92045688877794	7.67014557271462	-68.42120291205175
PPFIA2	-5.375245069044174	12.721098695416503	-68.37902303536184
HS6ST2	-5.14696755926202	13.281523671941509	-68.35957147705352
ADD2	-4.105479870594171	16.64816755004713	-68.34871675899757
C1QTNF9	9.174853313882164	7.449124654931914	68.3446260258234
CYP2W1	-8.507313118683198	8.018715633019708	-68.21772469977861
TMEM97	-5.759954372493023	11.814491975717168	-68.05093471431583
MCM3AP-AS1	-7.72340742975605	8.762050887818557	-67.67288892687844
CCDC144NL	-7.652679177958077	8.839961455419528	-67.649388963841
CCL8	9.646546902220038	6.98268569451874	67.35880505563593
ADH6	-6.849060908701386	9.816452891953361	-67.23348376438643
NMRK2	5.458529043858056	12.31147870583228	67.2025640886255
MTMR7	-7.505310717012297	8.947732377661577	-67.15551170702136
TMEM51-AS1	-7.345953982269348	9.139673510286	-67.13962101952711
SVIL-AS1	-8.638641265280972	7.77095583425827	-67.13049974049942
MARCO	10.153162652248932	6.5917394556090425	66.92700285404544
SNX22	-8.939010984810228	7.464708404844389	-66.72711042930922
CCL18	9.396788743339306	7.092817741887725	66.64970991552788
CDT1	-4.697011990354651	14.187715867642837	-66.63987154606333
C2orf16	-7.294336255416841	9.131414117861972	-66.60760506314577
HK2	-4.814389626468651	13.828257508960757	-66.5746195032779
RGL4	-7.781692830598682	8.55476393768906	-66.5705452013791
SIGLEC17P	10.048501655951572	6.623243392012478	66.55367219240769
LEF1	-4.4481151969583514	14.942376055407196	-66.46541001072333
PTENP1	-6.7525094953601155	9.82032762105899	-66.31185550874804
EMILIN2	-3.4950693658781273	18.972355139701133	-66.30969724732986
CHEK1	-4.49905001565676	14.735271833859414	-66.29472497483181
KLHL4	-4.3267920951210845	15.320530058228027	-66.288748349006
ERC2	-5.597634624502781	11.75735768168993	-65.8133924516913
LRP4-AS1	-8.375335827745772	7.857453270957	-65.80880989508438
TRIM58	-5.4384411252702325	12.085483397683793	-65.72618992873416
CNTD1	-8.616312400373703	7.606778034871599	-65.54237590875447
C6orf201	-8.581855816242234	7.636681095577015	-65.53689607686472
NRG4	-7.729052360945333	8.478308048642425	-65.52928684018156
TENM4	-5.50996912933607	11.888568602773159	-65.50564599327416
SPDYE3	-7.618559168657119	8.583719601744104	-65.39557567304938
PXDNL	7.512978055999191	8.686411902295156	65.26082200731369
NOTCH4	8.213690028819775	7.926809384991097	65.10835520585638
PCDHA1	-8.365275924041255	7.768274075291715	-64.98375609339162
ERN2	-9.199917202628042	7.060490462464298	-64.95592766461651
CEACAM4	8.74549990377874	7.420161030561566	64.89301757879893
IRX6	8.148164291082093	7.960219428203978	64.86117569406957
GSN	3.698410696342717	17.52040089831734	64.7976380865494
KIF20B	-3.106851607386468	20.79754775394326	-64.61489466903545
GRIA4	-6.853814752538754	9.425907928425227	-64.60342681591283
DNAH14	-6.551019455364573	9.85466860908771	-64.55812578430412
CTSZ	2.452097712721426	26.247128430090026	64.36052358892927
PRICKLE2-AS1	-10.194163801021553	6.28311891174079	-64.0511433675819
KIF1A	-4.336463583302198	14.72864641571047	-63.8702388130629
SPAG5	-3.6395742311593935	17.53884609257329	-63.83393228280037
FANCD2	-3.8679927403894663	16.502845367216985	-63.83288607616523
CD36	7.233342773753277	8.822381036713603	63.815306119210284
SLC41A1	3.427383955948208	18.60687731290629	63.77291277255172
SBK3	8.376432944562692	7.609117885108608	63.737265731884946
HHIP	-6.657782109111253	9.569467633632291	-63.711430404916264
HLA-DQA2	8.767224476050513	7.259449749641849	63.64522552771879
GSN-AS1	-8.661571571273518	7.336820467856864	-63.548395587926684
KBTBD12	6.998646492845217	9.06292791212331	63.42822864709083
EFNA2	-7.199350670639178	8.809862183777275	-63.42528722101566
