Term	fdr	es	nes	gene %	lead_genes
ventricular cardiac muscle tissue morphogenesis (GO:0055010)	0.0	0.7479927244819168	2.445066282858799	5.09%	MYL2;MYH7;TNNI3;MYL3;MYBPC3;TNNC1;MYH6;NKX2-5;RYR2;TNNT2;HAND1;DLL4
regulation of striated muscle contraction (GO:0006942)	0.0	0.800667759611923	2.4282627745877887	8.36%	MYL2;MYL3;MYBPC3;ATP1A2;NKX2-5;RYR2;TNNI3K;TNNT3;CAV3;CALM3;RNF207;GJA5;TNNI1
protein N-linked glycosylation via asparagine (GO:0018279)	0.014489959726744736	-0.5869639232826612	-2.4184761867566307	21.34%	OSTC;UGGT2;STT3A;ALG5;LMAN1;ALG8;OST4;FUT8;DAD1;MGAT2;UGGT1;RPN2
peptidyl-asparagine modification (GO:0018196)	0.014489959726744736	-0.5869639232826612	-2.4184761867566307	21.34%	OSTC;UGGT2;STT3A;ALG5;LMAN1;ALG8;OST4;FUT8;DAD1;MGAT2;UGGT1;RPN2
regulation of cardiac conduction (GO:1903779)	0.0	0.6820035407734979	2.4156686748600857	14.99%	CASQ2;ATP1A2;NKX2-5;NPPA;ATP1A3;RYR2;FXYD1;FXYD6;CASQ1;TNNI3K;ABCC9;GJA5;ATP1B2;TBX5;TRDN;NPR1;KCNJ11;ACE2;DMPK;CORIN;ATP2A2
ventricular cardiac muscle tissue development (GO:0003229)	0.0	0.7494955440470612	2.374574953837085	10.85%	MYL2;MYH7;TNNI3;MYL3;MYBPC3;TNNC1;MYH6;TNNT2;HAND1;DSG2;TBX5;PROX1;ADAMTS9
skeletal muscle contraction (GO:0003009)	0.0	0.9175271926201294	2.3639746099413608	8.36%	MYH7;TNNI3;TCAP;TNNC1;TNNT1;TNNT3;MYH14;RCSD1;TNNI1
protein N-linked glycosylation (GO:0006487)	0.01872548641610089	-0.4513636613681382	-2.362873208729297	28.27%	ALG14;OSTC;TMEM258;PMM2;UGGT2;KRTCAP2;STT3A;ALG5;GFPT1;LMAN1;PGM3;ALG8;OST4;FUT8;DAD1;MGAT2;UGGT1;RPN2;ALG6;ALG13;MCFD2;B4GALT1
cardiac ventricle morphogenesis (GO:0003208)	0.0	0.684746304892565	2.3544018927593227	11.81%	MYL2;MYH7;TNNI3;MYL3;MYBPC3;TNNC1;MYH6;TNNT2;HAND1;DLL4;PROX1;HEYL;HEY2;HEY1
actomyosin structure organization (GO:0031032)	0.0	0.619356693690722	2.35013032472102	3.58%	TCAP;MYH6;CSRP3;ACTN2;LMOD2;MYOM2;ACTC1;SYNPO2L;TNNT1;TNNT2;MYLK3;LMOD3;PGM5;TMOD1;OBSCN;CASQ1;MYPN;TNNT3;MYH14
regulation of cardiac muscle contraction (GO:0055117)	0.0	0.7323898182343505	2.335180561045475	19.36%	TNNI3;NKX2-5;NPPA;RYR2;TNNI3K;SCN5A;CAV3;CALM3;PLN;KCNQ1;RNF207;GJA5;ATP2A2;HCN4;ADRA1A;PRKACA
cytoplasmic translation (GO:0002181)	0.02192070830456255	-0.3657085550600438	-2.32861369298784	23.18%	RPS19;RPS29;RPS23;RPS15A;RPL31;RPL37;RPL15;RPS14;RPL32;RPS3;RPL22L1;RPL27A;RPL34;RPS6;UBA52;RPL36;RPL28;RPL37A;RPL35A;RPS5;RPL14;RPS4X;RWDD1;RPL30;RPL11;RPL12;EIF3M;RPL3;RPS8;RPLP1;RPLP0;RPL23A;RPL23;RPS24;RPL26L1;RPS21;RPS20;RPL26;RPS12;RPL27;RPL35;GSPT2;RPS13;RPL22;ZC3H15
positive regulation of T cell mediated immunity (GO:0002711)	0.0	0.8097025639688635	2.3007141181710073	4.08%	HLA-E;HLA-B;HLA-A;AZGP1;HLA-DRB1;HLA-DRA;HLA-F
blood circulation (GO:0008015)	0.0	0.6631389263427181	2.2947082522823634	21.09%	MYL2;TNNI3;ACTC1;PLN;DLL4;MEOX2;TRDN;NPR1;NPPB;ACE;NOS3;ACE2;HOXB2;ADORA2A;HCN4;F5;SGCG;ACVRL1
cardiac muscle cell development (GO:0055013)	0.0	0.7319241822162933	2.293285741127621	10.93%	MYL2;TCAP;MYH6;CSRP3;NKX2-5;ACTC1;MYLK3;MYH11;LRRC10;ALPK3;HEY2
ncRNA export from nucleus (GO:0097064)	0.028979919453489468	-0.5642443604367632	-2.2845604628743525	37.80%	TPR;PHAX;SSB;XPOT;SEC13;RAN;NUP93;NUP107;RAE1;SEH1L;NUP37;NCBP2;NUP54;NUP35;NUP50
antigen processing and presentation of endogenous peptide antigen (GO:0002483)	0.0	0.9190528634361232	2.27129237610562	8.20%	HLA-E;HLA-A;AZGP1;HLA-DRB1;HLA-DRA;HLA-F;TAP1;TAP2
SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	0.034831633958521	-0.36730835107230225	-2.2568413524921334	22.84%	RPS19;RPS29;RPS23;RPS15A;RPL31;RPL37;RPL15;RPS14;RPL32;RPS3;RPL27A;SRP19;RPL34;RPS6;UBA52;RPL36;RPL28;RPL37A;RPL35A;RPS4Y1;RPS5;RPL14;RPS4X;RPL30;RPL11;RPL12;RPL3;RPS8;RPLP1;RPLP0;RPL23A;RPL23;RPS24;RPS21;RPS20;RPL26;SEC61B;SRP72;RPLP2;RPS12;RPL27;RPL35;RPS13;RPL22
muscle cell development (GO:0055001)	0.0	0.6874453744652974	2.256144739478726	10.93%	TCAP;MYH6;NRAP;NEBL;NKX2-5;RAMP2;MYH11;LRRC10;CAV3;ALPK3;HEY2
eye morphogenesis (GO:0048592)	0.03938296746243441	-0.6034268043472647	-2.2332395345990803	5.56%	MFAP5;EFEMP1;FBN1;COL5A2;COL5A1
cardiac muscle cell action potential involved in contraction (GO:0086002)	7.72493889972896e-05	0.706932905349124	2.2296009446083267	24.68%	RYR2;KCNH2;SCN5A;CAV3;KCNQ1;FGF12;SCN1B;SCN4B;GPD1L;KCNA5;SNTA1;SCN2B;CACNA1C;PKP2;KCNJ2
protein targeting to ER (GO:0045047)	0.03889996880487625	-0.33950929130873364	-2.225724792029974	22.84%	RPS19;RPS29;RPS23;RPS15A;RPL31;RPL37;RPL15;SEC62;RPS14;RPL32;RPS3;RPL27A;SRP19;RPL34;RPS6;SEC61G;UBA52;RPL36;RPL28;RPL37A;RPL35A;RPS4Y1;RPS5;RPL14;RPS4X;RPL30;RPL11;RPL12;RPL3;RPS8;RPLP1;SGTB;RPLP0;RPL23A;RPL23;RPS24;RPS21;RPS20;RPL26;SRP72;RPLP2;RPS12;RPL27;RPL35;RPS13;RPL22
cardiac muscle cell action potential (GO:0086001)	0.00011141738797686	0.6830646350882102	2.2129337257918147	26.75%	YWHAE;ATP1A2;KCNIP2;SLC4A3;KCNH2;SCN5A;KCNQ1;FGF12;HCN2;SCN1B;SCN4B;SCN2B;HCN4;CACNA1C;PKP2;KCNJ2;ATP1B1
regulation of cardiac muscle cell membrane repolarization (GO:0099623)	0.00014305442406905482	0.7709247732903026	2.2049014400197726	13.04%	NPPA;KCNH2;SCN5A;CAV3;KCNQ1;GJA5;SCN1B;SCN4B;KCNA5;SNTA1
tRNA export from nucleus (GO:0006409)	0.04551333503913411	-0.5841018710264746	-2.1885590180921186	37.80%	TPR;SSB;XPOT;SEC13;RAN;NUP93;NUP107;RAE1;SEH1L;NUP37;NUP54;NUP35;NUP50
tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	0.04551333503913411	-0.5841018710264746	-2.1885590180921186	37.80%	TPR;SSB;XPOT;SEC13;RAN;NUP93;NUP107;RAE1;SEH1L;NUP37;NUP54;NUP35;NUP50
interferon-gamma-mediated signaling pathway (GO:0060333)	0.00031037700936411005	0.6188512528796981	2.1851916622561403	12.21%	HLA-E;HLA-B;HLA-A;HLA-DRB1;HLA-DRA;HLA-DPA1;CAMK2B;HLA-F;IRF6;HLA-DPB1;HLA-DQB1;TRIM26;IRF7;HLA-DRB5;NCAM1;IFNGR2;CAMK2A
cardiac myofibril assembly (GO:0055003)	0.0003329715042986621	0.7736900718203071	2.177093447430826	1.29%	MYL2;TCAP;CSRP3;NRAP;NEBL;ACTC1;MYLK3
regulation of sodium ion transmembrane transport (GO:1902305)	0.00032187245415537337	0.7295722107144152	2.172175873267176	13.66%	FXYD1;FXYD6;SCN5A;CAV3;FGF12;SCN1B;SCN4B;GPD1L;SNTA1;SCN2B
regulation of calcium ion transmembrane transport (GO:1903169)	0.00037378736611591747	0.8130563118182175	2.1648343578337803	12.11%	HRC;CASQ2;ATP1A2;NPPA;CASQ1;CAV3;TRDN;LIME1
intraciliary transport involved in cilium assembly (GO:0035735)	0.05290121391361836	-0.44954987760563825	-2.1620116085114134	32.33%	DYNC2H1;DYNLL1;IFT52;TRIP11;HSPB11;CLUAP1;KIF3C;DYNC2LI1;IFT43;KIF3A;IFT22;IFT88;IFT74;DYNLRB1;IFT81;IFT80;SSX2IP;IFT57;TNPO1
potassium ion import across plasma membrane (GO:1990573)	0.0005431597663871926	0.6892755633346385	2.1426008330518522	16.16%	ATP1A2;ATP1A3;SLC12A7;KCNH2;KCNJ8;KCNJ4;ABCC9;HCN2;ATP1B2;KCNJ11;KCNJ12;HCN4;KCNJ5
positive regulation of T cell mediated cytotoxicity (GO:0001916)	0.0006437449083107467	0.8042283912423941	2.1396010529953364	4.08%	HLA-E;HLA-B;HLA-A;AZGP1;HLA-DRB1;HLA-DRA;HLA-F
rRNA processing (GO:0006364)	0.060825984786994386	-0.28982079338438826	-2.1374270564844977	34.34%	RPS19;RPL31;RPL37;RPL15;RPS14;RPL32;LSM6;RPL27A;RPL34;DDX10;RPS6;UBA52;RPL36;RSL1D1;RPL28;RPL37A;RPL35A;DCAF13;RPL14;SRFBP1;RPL30;RPL11;RPL12;RPL3;RPLP1;RIOK2;RPLP0;RPL23A;WDR3;WDR12;RPL23;RPS24;PRKDC;RRP15;RPL26;NOL8;C1D;EXOSC1;UTP15;ERI1;RPLP2;UTP11;MPHOSPH10;UTP14A;RPL27;RPL35;UTP6;RPL22;TFB1M;ESF1;KRR1;MAK16;XRN2;RIOK1;EXOSC8;MRTO4;DIS3;MPHOSPH6;WDR43;RPL39;WDR36;EIF6;NOL9;RPL10A;RPL18A;TEX10;UTP20;RPL6;BMS1;THUMPD1;EMG1;EXOSC9;SNU13;EXOSC3;RPL19;RPL4;NVL;MDN1
regulation of muscle contraction (GO:0006937)	0.0007668137878407425	0.7389657331934413	2.127651377044746	8.36%	MYL2;MYL3;MYBPC3;TNNC1;ATP1A2;TNNT1;TNNT3;CHRM2;TNNI1
cardiac muscle tissue development (GO:0048738)	0.0009104392274680561	0.6030554000146249	2.11472691048486	15.97%	TCAP;CSRP3;NKX2-5;ACTC1;NPPA;SCN5A;TBX2;GJA5;MYOCD;NPPB;ADAMTS9;HEY2;HEY1;BMP5;HCN4;BMP7
chloride transport (GO:0006821)	0.0009656173624661202	0.7168052879828922	2.1074072568654465	21.45%	SLC5A1;SLC12A7;CLIC5;CLIC1;FXYD1;ANO5;SLC26A9;ANO1;GABRE;SLC1A3;ANO8;SLC12A9
regulation of T cell mediated cytotoxicity (GO:0001914)	0.0009917151290192586	0.8342939670956145	2.1036939407352793	4.08%	HLA-E;HLA-B;HLA-A;AZGP1;HLA-DRB1;HLA-DRA;HLA-F
replicative senescence (GO:0090399)	0.07832009001019975	-0.7042951541850221	-2.103623684439452	29.66%	CDKN2A;PLA2R1;SERPINE1;CHEK2;ATM;TP53;ATR;ROMO1
potassium ion transmembrane transport (GO:0071805)	0.0010164393289117054	0.5998466753509948	2.1016043894106526	17.89%	ATP1A2;KCNIP2;ATP1A3;SLC12A7;KCNH2;KCNJ8;KCNJ4;KCNQ1;ABCC9;HCN2;ATP1B2;KCNJ11;KCNA5;KCNN2;KCNJ12;HCN4;KCNJ5;SLC1A3;KCNK1
non-motile cilium assembly (GO:1905515)	0.07523632935040536	-0.4844886566352673	-2.100243208924635	24.66%	RPGRIP1L;CEP89;TTC8;CEP290;TMEM107;ARL13B;TMEM216;TMEM17;IFT88;GORAB;PIBF1;CEP250
regulation of sodium ion transport (GO:0002028)	0.001906475305381827	0.7087964427026952	2.0790691246856206	13.04%	NKX2-5;WNK2;SCN5A;FGF12;SCN1B;PER1;SCN4B;GPD1L;SNTA1
ribosomal small subunit assembly (GO:0000028)	0.08674306207458501	-0.6946646366668942	-2.0777184160376123	16.23%	RPS27L;RPS19;RPS14;RPS5;PRKDC
ventricular cardiac muscle cell action potential (GO:0086005)	0.0024864647083502594	0.7581789315419423	2.0647779024631454	13.04%	RYR2;KCNH2;KCNJ8;SCN5A;CAV3;KCNQ1;GPD1L;SNTA1
activin receptor signaling pathway (GO:0032924)	0.09591857955866495	-0.7625880093294459	-2.059522074519374	18.25%	INHBA;GDF6;SMAD2;ACVR2A;TGFBR1
histone mRNA metabolic process (GO:0008334)	0.09579799284928807	-0.4956878944192341	-2.053858828486538	32.23%	ATM;DCP2;SSB;XRN1;SNRPF;CPSF2;MTPAP;ERI1;CPSF3;SNRPE;SNRPG;NCBP2;SNRPD3
potassium ion transport (GO:0006813)	0.00322657508921606	0.6093855754005296	2.051732790390543	17.89%	ATP1A2;KCNIP2;KCNH2;KCNJ8;KCNJ4;KCNQ1;ABCC9;HCN2;AQP1;KCNJ11;KCNA5;KCNN2;KCNJ12;HCN4;KCNJ5;SLC1A3;KCNK1
response to muscle stretch (GO:0035994)	0.003264706320718787	0.7805017750969554	2.051027737446996	4.61%	TCAP;CSRP3;NPPA;RYR2;CAV3
regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307)	0.003525626183887927	0.7638461229137564	2.045963517800908	13.04%	KCNH2;SCN5A;CAV3;KCNQ1;GJA5;SCN1B;SCN4B;SNTA1
positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	0.0035991192601009933	0.7126114451927624	2.0433496689570574	15.87%	HLA-E;HLA-B;HLA-A;AZGP1;HLA-DRB1;HLA-DRA;HLA-F;TYROBP;SPI1
striated muscle cell development (GO:0055002)	0.003604971486540182	0.7667667046535136	2.041327401384966	6.22%	MYH6;LMOD2;LMOD3;PGM5;TMOD1;KLHL41
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	0.10148544870154678	-0.30994530534756604	-2.0402353754752567	22.84%	RPS19;RPS29;RPS23;RPS15A;RPL31;MAGOHB;RPL37;RPL15;RPS14;RPL32;RPS3;RPL27A;RPL34;RPS6;UBA52;RPL36;RPL28;RPL37A;RPL35A;RPS4Y1;RPS5;RPL14;RPS4X;RPL30;RPL11;RPL12;RPL3;RPS8;RPLP1;RPLP0;RPL23A;RPL23;RPS24;RBM8A;RPS21;RPS20;RPL26;RPLP2;RPS12;RPL27;RPL35;GSPT2;RPS13;RPL22
adult heart development (GO:0007512)	0.0036105692683515798	0.8844247781578817	2.0401036466667226	0.58%	MYH7;TCAP;MYH6;NKX2-5
negative regulation of ion transmembrane transporter activity (GO:0032413)	0.0035542936958859314	0.7580686179232319	2.0395680829058613	4.87%	ACTN2;CASQ2;YWHAE;CAV3;PLN
regulation of cardiac muscle cell contraction (GO:0086004)	0.003761884307940926	0.6474669809732606	2.0358495389866027	25.39%	RYR2;SCN5A;CAV3;PLN;DSG2;GJA5;CTNNA3;ATP2A2;HCN4;CACNA1C;DSC2;TRPM4;PKP2;JUP
inorganic cation transmembrane transport (GO:0098662)	0.00400041478735964	0.5038404090994267	2.0303328004937518	25.65%	ATP1A2;ATP1A3;SLC39A7;KCNH2;KCNJ8;KCNJ4;SCN5A;KCNQ1;ABCC9;HCN2;SCN1B;SLC30A3;KCNJ11;SCARA5;SCN4B;CACNA1H;ORAI1;KCNA5;SLC30A2;SCN2B;KCNN2;KCNJ12;ATP2A2;HCN4;ASIC3;SLC1A3;ATP6V0E2;CACNA1C;SCN7A;KCNK1;SLC6A8;SLC41A1;TRPM4;SLC25A27;SLC30A1;ATP2A3;KCNAB2;SCNN1D;KCNJ2;HVCN1;MCOLN1;ATP6V0C
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	0.004152154658604317	0.6770575936072384	2.026832730397648	8.03%	HRC;CASQ2;ATP1A2;RYR2;CASQ1;DHRS7C;CALM3;TRDN
cardiac cell development (GO:0055006)	0.004297943946662927	0.7518122939069604	2.0249222216473046	10.68%	TCAP;MYH6;NKX2-5;MYH11;LRRC10;ALPK3
regulation of protein processing (GO:0070613)	0.11093046091170879	-0.6958512745156007	-2.0244153814762305	5.13%	RUNX1;SERPINE2;CHAC1
cellular response to interferon-gamma (GO:0071346)	0.00423386074312068	0.5405234169312629	2.024071277486946	24.49%	HLA-E;HLA-B;HLA-A;HLA-DRB1;HLA-DRA;HLA-DPA1;CAMK2B;HLA-F;IRF6;HLA-DPB1;HLA-DQB1;TRIM26;IRF7;HLA-DRB5;CCL21;NCAM1;IFNGR2;CAMK2A;AIF1;OAS2;HLA-C;GBP4;DAPK3;IRF1;OAS3;LGALS9
negative regulation of ion transport (GO:0043271)	0.004336168533338427	0.7985362202410695	2.022203958443376	7.70%	ACTN2;CASQ2;WNK2;CAV3;PLN;PACSIN3
positive regulation of heart contraction (GO:0045823)	0.004649268782244282	0.7199308804347297	2.0174530205680163	22.46%	HRC;ATP1A2;NKX2-5;NPPA;RYR2;KCNQ1;ATP2A2;ADRA1A;TRPM4;GSK3A
skeletal myofibril assembly (GO:0014866)	0.005108993681411655	0.8541205751311572	2.0114925257242384	9.01%	TCAP;ACTA1;ACTC1;LMOD3;MYH11;PROX1
regulation of cation transmembrane transport (GO:1904062)	0.005379868162311241	0.7393992412731668	2.0085544066660743	14.45%	HRC;KCNIP2;KCNH2;SCN5A;FGF12;SNTA1;KCNN2
heart morphogenesis (GO:0003007)	0.005709000897387412	0.5725307374829605	2.0048036252168417	11.81%	TCAP;MYBPC3;NKX2-5;ACTC1;RYR2;SYNPO2L;TBX2;HEYL;HEY2;NOS3;HEY1
regulation of heart rate by cardiac conduction (GO:0086091)	0.005760407024366854	0.5847036073794327	2.003460623531423	25.39%	YWHAE;KCNH2;SCN5A;KCNQ1;DSG2;SCN1B;CTNNA3;SCN4B;KCNA5;SCN2B;HCN4;KCNJ5;CACNA1C;DSC2;TRPM4;PKP2;KCNJ2;JUP
inorganic anion transport (GO:0015698)	0.005924635342588738	0.6829293121498208	2.001798207198604	20.05%	CLIC5;CLIC1;FXYD1;ANO5;SLC26A9;ANO1;SLC25A10;SLC25A11;ANO8;SLC25A30
cilium organization (GO:0044782)	0.13309483986768678	-0.29911053397763554	-1.995732121723379	25.33%	CEP78;ARMC9;DYNC2H1;CEP41;DYNLL1;MAK;ARL6;ABCC4;CEP126;IFT52;ARF4;CEP89;HSPB11;TTC8;CLUAP1;B9D1;CEP162;CEP290;SCLT1;TMEM107;ARL3;CC2D2A;DZIP1;TMEM138;RP2;ARL13B;LZTFL1;SPAG16;BBIP1;NEK1;RAB11A;TMEM216;AHI1;IFT43;WDPCP;TCTN3;KIF3A;KIAA0586;FAM161A;IQCG;TMEM17;IFT88;BBS7;RAB23;PIBF1;HYLS1;TMEM237;INTU;CEP250;IFT74
serine family amino acid biosynthetic process (GO:0009070)	0.13166963403868043	-0.743527589076218	-1.9915687083915494	5.45%	PSAT1;PHGDH;CTH
membrane depolarization during action potential (GO:0086010)	0.007821500635975573	0.6853289318134357	1.9808492727707692	17.86%	ATP1A2;KCNH2;SCN5A;HCN2;SCN1B;SCN4B;CACNA1H;SCN2B;HCN4;CACNA1C;SCN7A
long-chain fatty acid transport (GO:0015909)	0.00831064123433956	0.6175558705616361	1.976930867371016	34.31%	CPT1B;FABP3;FABP5;SLC27A6;CD36;ACACB;SPX;MID1IP1;APOE;SLC27A4;SLC27A1;FABP4;PRKAG2;PRKAA2;PPARG;CPT2;ABCD1;ACSL1
metal ion export (GO:0070839)	0.008254471001726512	0.6891817717768078	1.9760801040175364	11.48%	ATP1A2;KCNIP2;ATP1A3;KCNH2;KCNQ1;ATP1B2;KCNA5
phospholipid metabolic process (GO:0006644)	0.00833802928859634	0.5525144153695355	1.9745778531719567	28.60%	FITM1;FITM2;AGPAT1;PIP4K2B;PLA2G2A;PLA2G4B;LPL;LPCAT1;CLN8;PGP;PLCB2;GPAT2;AGPAT2;PLPP1;PLA2G4C;PLA2G5;PLBD1;LPCAT4;ABCA2;LCAT
positive regulation of potassium ion transmembrane transport (GO:1901381)	0.008750907347349214	0.6180889949787944	1.9700993387992938	16.16%	ACTN2;NPPA;KCNIP2;KCNH2;WNK2;GABBR1;KCNJ4;KCNQ1;ATP1B2;KCNN2;KCNJ12;KCNJ5
cardiac ventricle development (GO:0003231)	0.011260584011527984	0.6393536514212459	1.9561263654616454	12.80%	SCN5A;DLL4;GJA5;TBX5;DAND5;HEYL;HEY2;HEY1;PDE2A
tRNA transport (GO:0051031)	0.1663558837858963	-0.5033856137040411	-1.9543506851583896	37.80%	TPR;SSB;XPOT;SEC13;RAN;NUP93;NUP107;RAE1;SEH1L;NUP37;NUP54;NUP35;NUP50
inorganic cation import across plasma membrane (GO:0098659)	0.011602038915691412	0.5819283087822364	1.9528501139171248	21.45%	ATP1A2;ATP1A3;SLC5A1;SLC12A7;KCNH2;KCNJ8;KCNJ4;ABCC9;HCN2;ATP1B2;KCNJ11;KCNJ12;HCN4;KCNJ5;TRPM4;SLC12A9
sodium ion transmembrane transport (GO:0035725)	0.011918888936708677	0.5989080765292821	1.9499714000474517	19.91%	ATP1A2;ATP1A3;SLC5A1;SCN5A;HCN2;ATP1B2;SCN1B;SCN4B;SCN2B;HCN4;ASIC3;SCN7A;KCNK1;SLC6A8;TRPM4
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)	0.011853302985634835	0.8699215064044694	1.9483700214943895	4.08%	HLA-E;HLA-B;HLA-A;AZGP1;HLA-F
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484)	0.011853302985634835	0.8699215064044694	1.9483700214943895	4.08%	HLA-E;HLA-B;HLA-A;AZGP1;HLA-F
negative regulation of potassium ion transmembrane transport (GO:1901380)	0.011628209083218771	0.8007078591227845	1.9476826269482774	4.61%	ACTN2;CASQ2;KCNH2;CAV3
negative regulation of potassium ion transport (GO:0043267)	0.011628209083218771	0.8007078591227845	1.9476826269482774	4.61%	ACTN2;CASQ2;KCNH2;CAV3
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	0.011842224042466445	0.5445717394650968	1.9448228522752289	21.73%	RAMP2;ADCY5;RAMP3;HLA-DRB1;ADCY4;ADRB1;PTH1R;CD163;POMC;PRKAR1B;CYSLTR2;ADORA2A;HRH2;AVPR2;ADRB2;FGR;VIPR2;PRKACA;GGT5;PRKAR2B
regulation of sequestering of calcium ion (GO:0051282)	0.011785822876127575	0.817011885885252	1.9443648630309296	12.11%	CASQ2;RYR2;CASQ1;TRDN;LIME1
positive regulation of cellular response to insulin stimulus (GO:1900078)	0.01243558576257044	0.8508745693173784	1.9399764586331576	11.74%	IGF2;ZBTB7B;GKAP1;ECHDC3;SORBS1
