Term	fdr	es	nes	gene %	lead_genes
cytoskeleton-dependent cytokinesis (GO:0061640)	0.06043825444382954	-0.5016173155781632	-2.034167903614959	33.81%	KIF20A;NUSAP1;PLK1;KIF23;USP8;CKAP2;ECT2;RACGAP1;EFHC1;ANK3;ROCK1;STMN1;APC;CUL7;MYH10;SON
negative regulation of angiogenesis (GO:0016525)	0.00519144635131959	0.5768660781604128	2.0306751076572187	17.23%	ECSCR;CLDN5;PRL;RGCC;TNF;CXCL10;STAB1;DCN;ALOX5;TEK;NPR1;HHEX;KLF4;KLF2;COL4A3;CREB3L1;EMILIN1;THBS4;ISM1;ADAMTS1;THBS2
defense response to Gram-positive bacterium (GO:0050830)	0.005009685642838782	0.7240068017087785	2.030406756857643	14.10%	TLR2;MPEG1;RNASE6;PLA2G2A;FGR;TNFRSF14;LYZ;HLA-E;PGLYRP1;PLA2G1B;ANG;IL12A
regulation of regulated secretory pathway (GO:1903305)	0.06534734277580184	-0.5808214517130704	-2.024376563668623	15.00%	RIMS3;SYT15;SYT12;UNC13D;SYT13;RAB27A;RAB3D
negative regulation of immune response (GO:0050777)	0.006534012060508072	0.5614427440251772	2.0137568658219815	15.62%	RAMP3;SPI1;VIP;HLA-DRB1;PTGDR;RAMP2;FCGR3A;AVPR2;CD163;ADCYAP1R1;GGT5;POMC;FGR;ADCY4;CYSLTR2;PTGIR;HCK;FCGR2B;DHX58;LGALS3;PTGER4;GNG2
positive regulation of regulated secretory pathway (GO:1903307)	0.07377330030781007	-0.6504323358323768	-2.0085033692377148	15.00%	CACNA1G;UNC13D;SCAMP5;CACNA1I;RAB27A;RAB3D
regulation of angiogenesis (GO:0045765)	0.00727135274207263	0.518243934090698	2.005824116026606	24.82%	CDH5;ECSCR;CLDN5;PRL;RGCC;PIK3R6;CXCL10;RAMP2;APLNR;STAB1;DCN;ALOX5;TEK;PTGIS;NPR1;PROK1;RHOJ;HHEX;CD34;SMOC2;CXCL8;KLF4;GATA2;LEP;PPP1R16B;VEGFD;TIE1;PGF;RAPGEF3;COL4A3;FGF18;ITGAX;EMILIN1;KDR;ECM1;THBS4;CEACAM1;ISM1;CD40;ADAMTS1;KRT1;THBS2;TWIST1;CYP1B1;HSPB1;HYAL1;SERPINE1;TNFSF12;NOS3;PDCL3;SULF1;HLA-G;PPARG;TSPAN12;VEGFC
peptidyl-serine modification (GO:0018209)	0.07462299137137178	-0.3602518069108651	-2.0046848652638447	40.15%	PNCK;CAMK1D;MAPK13;CDK1;PLK1;PRKCQ;MAP3K13;PDK3;CSNK1G1;PRKCZ;ATM;TNKS;MASTL;PRKDC;WNK1;DYRK2;MAPK1;BRSK1;MTOR;TTBK2;MAST3;MAPKAPK5;PRKCA;CAMK2A;PDPK1;ATR;SBK1;ROCK1;AURKA;PKD1;GSK3B;ULK2;MAPK14;NEK6;DYRK4;CSNK1A1;DYRK1A;STK39;STK4;PRKCI;CDK2;HIPK2;HIPK1;GALNT1;STK38L;TLK1
negative regulation of smooth muscle cell proliferation (GO:0048662)	0.007554836279775268	0.6694011282074362	2.000466347455186	14.34%	APOD;OGN;AIF1;VIP;ADIPOQ;PTGIR;ANG;IL12A;IGFBP3
cellular component disassembly (GO:0022411)	0.007285020698354722	0.6442561986528128	2.000063135984707	17.77%	PRSS2;TPSAB1;PRSS1;CTSG;MMP19;KLKB1;CMA1;MMP2;CTSK;CTRB1;ADAMTS4;LCP1;CTSS;CTRB2
regulation of axon extension involved in axon guidance (GO:0048841)	0.07554242216748924	-0.5492396904192011	-1.9999973628366303	22.42%	SEMA3A;SEMA4G;SEMA4F;SEMA7A;SEMA4D;SEMA6D;SEMA5B;SEMA5A;MEGF8;SEMA3C;SEMA4B
regulation of immune effector process (GO:0002697)	0.00746270413002191	0.6354950492400278	1.9970289577359817	17.69%	C1QB;C1QC;C1QA;HLA-DRA;HLA-DRB1;C6;CFH;C3;C7;C3AR1;SERPING1;VTN;C5AR1;FCGR2B;C1R;CLU;C8G
positive regulation of cytosolic calcium ion concentration (GO:0007204)	0.0075456230647999315	0.5699143122459563	1.9952978098900593	23.00%	CD52;PTGDR;GPR4;ADRA1A;LPAR1;LPAR6;C3AR1;PTGIR;FPR1;FPR3;PLA2G1B;CXCR4;P2RX3;C5AR1;ACKR4;PTGER4;ITPR3;F2R;ACKR3;TBXA2R;GNA15;EDN1;GPR17;ADRA1B;CAV3;PDGFRA
regulation of dopamine secretion (GO:0014059)	0.07950934361155954	-0.7664621381075686	-1.9927663920073249	6.76%	CHRNA4;SYT15;SYT12;SYT13
Wnt signaling pathway, calcium modulating pathway (GO:0007223)	0.07961802796833037	-0.5112457398245694	-1.989730986509479	24.85%	WNT5A;FZD3;PLCB1;FZD2;PDE6B;AGO3;GNAO1;AGO2;AGO1;TNRC6B;WNT11;CAMK2A
negative regulation of telomere maintenance (GO:0032205)	0.07803802004266523	-0.6890171007197208	-1.9893277188047578	24.93%	SLX1A;ATM;TNKS;ERCC4;SLX4;SMG6;RAD50
regulation of catecholamine secretion (GO:0050433)	0.08180717280584428	-0.7165322602470383	-1.9814007009445584	6.76%	CHRNA4;SYT15;SYT12;SYT13
chromosome condensation (GO:0030261)	0.0816553493067471	-0.5272665223609437	-1.97901205288389	13.67%	TOP2A;CDK1;TTN;NUSAP1;PLK1;NCAPG2;CCNB1
positive regulation of cell death (GO:0010942)	0.011474910651539067	0.5864156812873268	1.9713574106896907	20.09%	RAMP3;C1QA;TNF;PRODH;SLFN11;HBB;HPR;TYROBP;ITGB2;ITGAM;HBA1;FCGR2B;NTRK1;CLU;MAP3K5;AKR1C3
negative regulation of blood vessel morphogenesis (GO:2000181)	0.011686387370277367	0.5693707884274716	1.9685913905279313	17.23%	ECSCR;CLDN5;PRL;RGCC;CXCL10;STAB1;DCN;ALOX5;TEK;NPR1;HHEX;KLF4;COL4A3;EMILIN1;THBS4;ISM1;ADAMTS1;THBS2
calcium ion import (GO:0070509)	0.09509531910517438	-0.6266703150725026	-1.9599068394935422	9.74%	CACNA1G;CACNA1D;SLC8A1;CACNA1I;CACNA1B
regulation of ion transport (GO:0043269)	0.09469324730023221	-0.4667881481267685	-1.958402287384424	22.23%	CHRM1;KCNJ3;CHRNA4;SYT15;SYT12;KCNJ5;SYT13;NEDD4;ATP1A1;WNK1;SYT7;ANK3
atrial cardiac muscle cell action potential (GO:0086014)	0.09393218010853878	-0.7040636633861483	-1.9575617428349077	24.07%	KCNJ3;KCNJ5;ANK2;CACNA1C;GJC1;KCNQ1
lymphocyte migration (GO:0072676)	0.014246980611860012	0.7732033445201015	1.9543924680807643	20.70%	CCL11;CCL14;CCL4;CCL13;CCL2;CCL21;CCL5;RET;ZAP70
positive regulation of angiogenesis (GO:0045766)	0.013901115536315322	0.5386134986017992	1.9537736209412062	22.01%	CDH5;PIK3R6;RAMP2;APLNR;TEK;PTGIS;CD34;SMOC2;CXCL8;KLF4;GATA2;VEGFD;TIE1;PGF;RAPGEF3;S100A1;FGF18;ITGAX;KDR;ECM1;CD40;TWIST1;CYP1B1;HSPB1;HYAL1;SERPINE1;FOXC2;TNFSF12;FUT1;DLL1;NOS3;PDCL3
regulation of interleukin-8 production (GO:0032677)	0.014143601160708192	0.5946545444783029	1.9511185750681037	23.55%	CD14;TNF;ADIPOQ;TLR2;KLF4;CD74;LEP;TLR4;TMSB4X;PLA2G1B;AFAP1L2;PYCARD;LGALS9;SSC5D;F2R;HSPA1A;HSPA1B;SERPINE1;ANXA1;CD58
regulation of telomere capping (GO:1904353)	0.09777550129165843	-0.6252942938653336	-1.950714579108896	24.93%	PKIB;PRKCQ;ATM;TNKS;MAPK1;SMG6;MAPKAPK5;RAD50
mitotic DNA replication (GO:1902969)	0.09716297172824168	-0.7404092071611253	-1.9492584168803742	26.05%	MCMDC2;GINS1;POLA1;MCM6;MCM4;MCM2
negative regulation of axon extension involved in axon guidance (GO:0048843)	0.09601517399910052	-0.5572569398673516	-1.9484615867754735	22.42%	SEMA3A;SEMA4G;SEMA4F;SEMA7A;SEMA4D;SEMA6D;SEMA5B;SEMA5A;SEMA3C;SEMA4B
regulation of T cell migration (GO:2000404)	0.014418681436400356	0.7672014682941768	1.9471704005527108	18.84%	APOD;AIF1;CXCL10;TNFRSF14;CXCL12;PYCARD;CCL21;CCL5;CD200
positive regulation of lymphocyte migration (GO:2000403)	0.014208271526828502	0.7857121166497464	1.946523997163955	15.83%	AIF1;CXCL10;TNFRSF14;CXCL12;PYCARD;CCL21;CCL5;JAM2
regulation of endothelial cell apoptotic process (GO:2000351)	0.01448899281384371	0.6279390889328386	1.9437680888156215	20.73%	CDH5;ECSCR;RGCC;TNF;RAMP2;TEK;CCL2;GATA2;KDR;CD40;SERPINE1;AKR1C3;NDNF
ncRNA export from nucleus (GO:0097064)	0.09837845202153203	-0.5224471921835062	-1.9425985349489174	43.56%	NUP210;NUP93;NUP155;NUP58;POM121;NDC1;RANBP2;XPOT;POM121C;SEH1L;TPR;NUP50;NUP107;NUP214
regulation of neuron projection arborization (GO:0150011)	0.09654321553005127	-0.723128301754174	-1.942557058906473	8.86%	WNT5A;MYO9A;GRIP1;MAP3K13;MACF1
response to interleukin-1 (GO:0070555)	0.014351354096195982	0.6061524257440997	1.9422034908361985	23.28%	CCL11;CCL14;CCL4;CCL13;PTGIS;CCL2;CXCL8;PYCARD;CCL21;MAPK11;LGALS9;CCL5;CD40;HYAL1;IRAK3;HAS2;ANXA1
eosinophil chemotaxis (GO:0048245)	0.014338908477467573	0.8554756195043963	1.9403532569061108	14.55%	CCL11;CCL4;CCL13;CCL2;CCL21;LGALS3;CCL5
eosinophil migration (GO:0072677)	0.014338908477467573	0.8554756195043963	1.9403532569061108	14.55%	CCL11;CCL4;CCL13;CCL2;CCL21;LGALS3;CCL5
cell cycle checkpoint signaling (GO:0000075)	0.09758441816011447	-0.7794117647058825	-1.938457213876713	22.15%	BUB1;BUB1B;ZWINT;ZWILCH;CHFR;WEE1
regulation of inflammatory response (GO:0050727)	0.01443184317207941	0.5203902690954383	1.9383080149929284	14.96%	CDH5;BCL6B;TNFAIP6;TNF;ADIPOQ;TLR2;ALOX5;TEK;PTGIS;GPR4;PDE2A;IL33;PLA2G2A;CMA1;KLF4;ACE2;APOA1;TLR4;HCK;GPSM3;TMSB4X;CASP1;TNFRSF1B;S100A12;MGLL;CCL5;CASP4;NFKBIA;PTGER4
endothelial cell development (GO:0001885)	0.014886841313635438	0.7321823917995051	1.9345448960093705	11.10%	SOX18;ROBO4;PDE2A;COL15A1;PECAM1;PPP1R16B;RAPGEF3
