Term	fdr	es	nes	gene %	lead_genes
DNA repair (GO:0006281)	0.0	-0.4491287023676708	-2.91905425687055	32.28%	CDK1;RAD51AP1;CDCA5;TRIP13;FANCI;NABP1;FANCA;RAD54L;BRIP1;DCLRE1B;WDHD1;RAD18;CHEK1;FANCD2;EME1;TRAIP;DCLRE1C;TIMELESS;TDP1;RHNO1;POLE2;GTF2H5;RPA3;RECQL4;KPNA2;CHEK2;RBBP8;RFWD3;FEN1;LIG1;RFC5;FANCG;NSD2;UBE2V2;RNASEH2A;RFC4;BARD1;RAD51D;PCNA;UBE2T;ATXN3;BRCA1;TP53;NUDT1;FANCC;RFC3;POLA1;DNA2;MAD2L2;MSH2;MSH6;NPM1;RFC2;POLH;POLD3;USP1;INIP;CUL4B;FANCE;RAD51C;RECQL;SPRTN;MRE11;PRKDC;RAD1;SUMO1;ERCC2;UBA52;APEX2;FTO;POLE;GTF2H3;UBE2N;TOPBP1;RPA1;UBB;NABP2;SMC1A;APTX;SMUG1;MNAT1;FAM111A;POLD1;XRCC5;WRN;ASCC3;RPAIN
double-strand break repair (GO:0006302)	0.0	-0.5049838363701276	-2.9189923645619102	23.01%	RAD51AP1;CDCA5;TRIP13;NABP1;BRIP1;DCLRE1B;EME1;DCLRE1C;MMS22L;AUNIP;TDP1;RPA3;RECQL4;KPNA2;MCM8;CHEK2;RBBP8;RFWD3;FEN1;NSD2;UBE2V2;GEN1;BARD1;RAD51D;BRCA1;SEM1;POLA1;DNA2;PALB2;MAD2L2;RMI1;TONSL;HMGB1;HMGB2;RIF1;RAD51C;RECQL;MRE11;PRKDC
mitotic spindle checkpoint signaling (GO:0071174)	0.0	-0.8199148203515163	-2.914306986095296	6.92%	CDC20;PLK1;ZWINT;MAD2L1;BUB1;CENPF;TRIP13;BUB1B;TTK;KNTC1;BUB3
spindle assembly checkpoint signaling (GO:0071173)	0.0	-0.8199148203515163	-2.914306986095296	6.92%	CDC20;PLK1;ZWINT;MAD2L1;BUB1;CENPF;TRIP13;BUB1B;TTK;KNTC1;BUB3
mitotic spindle assembly checkpoint signaling (GO:0007094)	0.0	-0.8199148203515163	-2.914306986095296	6.92%	CDC20;PLK1;ZWINT;MAD2L1;BUB1;CENPF;TRIP13;BUB1B;TTK;KNTC1;BUB3
DNA replication-independent nucleosome assembly (GO:0006336)	0.0	-0.6545808828612089	-2.892981029128447	23.69%	CENPW;ASF1B;CENPU;CENPK;CENPM;CENPA;CENPI;ITGB3BP;CENPN;OIP5;CENPL;KNL1;CENPO;CENPP;CENPH;MIS18BP1;NPM1;MIS18A;RBBP4;HAT1;CENPQ
histone exchange (GO:0043486)	0.0	-0.6417456294542659	-2.884173848035109	21.60%	CENPW;CENPU;CENPK;CENPM;CENPA;CENPI;ITGB3BP;CENPN;OIP5;CENPL;KNL1;CENPO;CENPP;CENPH;MIS18BP1;NPM1;MIS18A;ANP32E;RBBP4
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	0.0	-0.5107306335120428	-2.8746342521736463	22.64%	CDK1;PLK1;TPX2;CCNB1;NEK2;CENPF;DTL;HMMR;HAUS7;KIF14;CEP78;CDC7;FBXO5;AURKA;PLK4;CDC25A;CDC25C;CEP76;CEP41;HAUS8;DYNLL1;PSMB2;CDK2;PSMA5;HAUS1;HAUS6;DBF4B;CDK4;PSMA2;CDC25B;SKP1;PSMA4;PSMD9;CEP250;HAUS3;PSME3;RAD51C;HAUS2
protein localization to chromosome, centromeric region (GO:0071459)	0.0	-0.8311818658089999	-2.8598190572006836	6.92%	CDK1;AURKB;TTK;CENPA;SPDL1;ZWILCH;KNL1;MTBP;BUB3
ribosome biogenesis (GO:0042254)	0.0	-0.47806268192721185	-2.847966090435453	45.48%	RPL39;RPL37;NIP7;EXOSC3;RAN;WDR12;WDR3;KRR1;EBNA1BP2;RPL41;RPL37A;TEX10;DDX10;NPM1;RCL1;EXOSC2;MRTO4;UTP4;NOP56;POP4;MPHOSPH6;UTP15;FCF1;RPS19;EXOSC9;RPL27A;RPL26L1;CUL4B;EIF6;XPO1;RRP7A;UTP20;RPL31;C1D;DKC1;DCAF13;RPL14;UTP14A;RPL22;DDX31;HEATR1;WDR43;UBA52;UTP18;RPL28;EMG1;RPL12;URB2;PES1;RPL23A;RPL30;UTP11;RPL15;WDR36;DIS3;RPF2;RRP1;RIOK2;RPL26;BYSL;RRP36;MRPL22;PAK1IP1;LAS1L;RRP1B;RPL23;DDX27;DHX37;MRM2;NOB1;EXOSC8;RPL32;NVL;RPL18A;UTP6;WDR74;RPL13;LYAR;WDR75;ABCE1;NOL8;RPL6;EXOSC1;SNU13;NOP58;NOP14;RRS1;MRPL36;FBL;SENP3;RPL7
kinetochore organization (GO:0051383)	0.0	-0.8422955132115232	-2.8461340430104882	5.29%	CENPW;NDC80;NUF2;CENPF;DLGAP5;CENPA;CDT1;CENPE
CENP-A containing chromatin organization (GO:0061641)	0.0	-0.6745540732122043	-2.844211769505465	15.92%	CENPW;CENPU;CENPK;CENPM;CENPA;CENPI;ITGB3BP;CENPN;OIP5;CENPL;KNL1;CENPO;CENPP;CENPH;MIS18BP1;NPM1
CENP-A containing nucleosome assembly (GO:0034080)	0.0	-0.6745540732122043	-2.844211769505465	15.92%	CENPW;CENPU;CENPK;CENPM;CENPA;CENPI;ITGB3BP;CENPN;OIP5;CENPL;KNL1;CENPO;CENPP;CENPH;MIS18BP1;NPM1
establishment of mitotic spindle localization (GO:0040001)	0.0	-0.7338153332468912	-2.8409204997160766	4.43%	PLK1;NUSAP1;MAD2L1;NDC80;CENPA;SPDL1;GPSM2;ESPL1
ncRNA processing (GO:0034470)	0.0	-0.45249536516297667	-2.8302392976675423	43.63%	RPL39;RPL37;SMAD2;EXOSC3;POP1;ADAT1;WDR12;WDR3;KRR1;EBNA1BP2;RPL41;RPL37A;TEX10;DDX10;INTS6;RCL1;EXOSC2;MRTO4;UTP4;NOP56;POP4;MPHOSPH6;UTP15;THG1L;FCF1;RPS19;EXOSC9;RPL27A;RRP7A;UTP20;RPL31;C1D;DKC1;DCAF13;RPL14;UTP14A;RPL22;RPP30;HEATR1;WDR43;UBA52;UTP18;RPL28;EMG1;INTS7;RPL12;SSB;PES1;RPL23A;RPL30;UTP11;RPL15;WDR36;DIS3;RRP1;RPL26;BYSL;RRP36;LAS1L;RRP1B;RPL23;DDX27;DHX37;MRM2;NOB1;ZCCHC8;EXOSC8;RPL32;NVL;RPL18A;UTP6;WDR74;RPL13;LYAR;HNRNPA2B1;WDR75;NOL8;RPL6;EXOSC1;SNU13;NOP58;NOP14;TARBP2
recombinational repair (GO:0000725)	0.0	-0.5894830037849457	-2.814799302496095	32.75%	RAD51AP1;NABP1;MMS22L;AUNIP;RHNO1;RPA3;RECQL4;MCM8;RBBP8;RFWD3;FEN1;GEN1;RAD51D;BRCA1;SEM1;PALB2;RMI1;TONSL;RAD51C;RECQL;MRE11;RNF138;UBE2N;RPA1;NABP2;WRN;PSMD14;AP5S1
mitotic nuclear membrane organization (GO:0101024)	0.0	-0.6093248642313057	-2.8037458823511408	29.17%	CDK1;CCNB2;CCNB1;NUP93;RCC1;SEH1L;NUP155;RAN;NDC1;NUP37;VRK1;UBE2I;LBR;NUP107;NUP35;KPNB1;SUMO1;RANGAP1;NUP205;NUP188;NUP85;BANF1
mitotic nuclear membrane reassembly (GO:0007084)	0.0	-0.6093248642313057	-2.8037458823511408	29.17%	CDK1;CCNB2;CCNB1;NUP93;RCC1;SEH1L;NUP155;RAN;NDC1;NUP37;VRK1;UBE2I;LBR;NUP107;NUP35;KPNB1;SUMO1;RANGAP1;NUP205;NUP188;NUP85;BANF1
G2/M transition of mitotic cell cycle (GO:0000086)	0.0	-0.49791326969738287	-2.7929609640444903	8.16%	CDK1;FOXM1;PLK1;CCNB2;MELK;CCNB1;NEK2;PKMYT1;CCNA2;HAUS7;CEP78;AURKA;PLK4;CDC25A;CDC25C;CEP76;MASTL;BORA;CEP41;HAUS8;SKP2;PHLDA1;CHEK2;DYNLL1
striated muscle contraction (GO:0006941)	0.0	0.8319016200445081	2.7898432667941435	8.84%	MYH7;TNNI3;MYL3;TNNC1;TNNT2;TCAP;MYBPC3;MYH6;CSRP3;CASQ2;SMPX;ATP1A2;RYR2;MYL4;TTN;KLHL41;TNNT3;LMOD3;SCN5A;KCNH2;MYH14;SCN4B;KCNQ1;DMD;RCSD1;TNNI1
heart contraction (GO:0060047)	0.0	0.8351833833166297	2.7886865344404854	10.71%	MYL2;MYH7;TNNI3;MYL3;TNNC1;ACTC1;TNNT2;TCAP;MYBPC3;MYH6;CSRP3;CASQ2;ATP1A2;RYR2;MYL4;TTN;SGCG;SCN5A;TRDN;KCNH2;SGCD;SCN4B;KCNQ1;DMD;TNNI1;ACE
actin-myosin filament sliding (GO:0033275)	0.0	0.862523297339794	2.7817503374066845	1.82%	MYL2;DES;MYH7;TNNI3;MYL3;TNNC1;ACTC1;TNNT2;ACTA1;TCAP;MYBPC3;MYH6;ACTN2;TMOD1;MYL4;TTN;TNNT3
muscle filament sliding (GO:0030049)	0.0	0.862523297339794	2.7817503374066845	1.82%	MYL2;DES;MYH7;TNNI3;MYL3;TNNC1;ACTC1;TNNT2;ACTA1;TCAP;MYBPC3;MYH6;ACTN2;TMOD1;MYL4;TTN;TNNT3
cytoskeleton-dependent cytokinesis (GO:0061640)	0.0	-0.6352958885298434	-2.775191184231675	7.11%	PLK1;AURKB;CEP55;NUSAP1;KIF23;KIF20A;KIF4A;CENPA;RACGAP1;STMN1;ECT2;ESPL1;CIT;CKAP2;INCENP
muscle contraction (GO:0006936)	0.0	0.7338225384020617	2.7589877241895473	5.53%	MYL2;DES;MYH7;TNNI3;MYL3;TNNC1;ACTC1;TNNT2;ACTA1;TCAP;MYBPC3;MYH6;CKMT2;MYL7;HRC;ACTN2;CASQ2;SMPX;LMOD2;MYOM2;MYOM1;FXYD1;SORBS1;KCNIP2;TMOD1;MYL4;MYOM3;TTN;KLHL41;TNNT3;SGCA;LMOD3;TRDN;MYH11;CRYAB;CAV3;ANKRD2
positive regulation of cell cycle process (GO:0090068)	0.0	-0.5371203695974065	-2.7396281902186876	9.35%	AURKB;NUSAP1;KIF23;MAD2L1;NDC80;CCNB1;CDC6;SPAG5;RACGAP1;E2F7;DBF4;KIF20B;KIF14;CDC7;ECT2;GPSM2;AURKA;PLK4;CIT;RHNO1;FEN1;GEN1
cell cycle G2/M phase transition (GO:0044839)	0.0	-0.4964342976438659	-2.739614150664332	8.16%	CDK1;FOXM1;PLK1;CCNB2;MELK;CCNB1;NEK2;PKMYT1;CCNA2;HAUS7;CEP78;AURKA;PLK4;CDC25A;CDC25C;CEP76;MASTL;BORA;CEP41;HAUS8;SKP2;PHLDA1;CHEK2;DYNLL1
protein localization to condensed chromosome (GO:1903083)	0.0	-0.8379329359157588	-2.738698581478639	6.92%	CDK1;AURKB;TTK;SPDL1;ZWILCH;KNL1;MTBP;BUB3
mitotic cytokinesis (GO:0000281)	0.0	-0.6292042976011831	-2.73860404582103	7.11%	PLK1;CEP55;NUSAP1;KIF23;KIF20A;KIF4A;CENPA;RACGAP1;STMN1;ECT2;ESPL1;CIT;CKAP2;INCENP
rRNA metabolic process (GO:0016072)	0.0	-0.4607459177503981	-2.7306170138849075	43.27%	RPL39;RPL37;EXOSC3;WDR12;WDR3;KRR1;EBNA1BP2;RPL41;RPL37A;TEX10;DDX10;RCL1;EXOSC2;MRTO4;UTP4;NOP56;POP4;MPHOSPH6;UTP15;FCF1;RPS19;EXOSC9;RPL27A;RRP7A;UTP20;RPL31;C1D;DKC1;DCAF13;RPL14;UTP14A;RPL22;HEATR1;WDR43;UBA52;UTP18;RPL28;EMG1;RPL12;PES1;RPL23A;NIFK;RPL30;UTP11;RPL15;WDR36;DIS3;RRP1;RPL26;BYSL;RRP36;LAS1L;RRP1B;RPL23;DDX27;DHX37;MRM2;NOB1;EXOSC8;RPL32;NVL;RPL18A;UTP6;WDR74;RPL13;LYAR;WDR75;NOL8;RPL6;EXOSC1;SNU13;NOP58;NOP14
regulation of mitotic metaphase/anaphase transition (GO:0030071)	0.0	-0.7140952179872917	-2.720062162312796	7.25%	PLK1;CCNB1;CDC6;DLGAP5;FBXO5;ESPL1;CENPE;NEK6
myofibril assembly (GO:0030239)	0.0	0.8103408788327752	2.7171095807077794	3.34%	MYL2;ACTC1;TNNT2;TCAP;MYH6;CSRP3;ACTN2;MYOZ2;LMOD2;MYOM2;TMOD1;SYNPO2L;TTN;KLHL41;TNNT3;MYLK3;LMOD3;PGM5;OBSCN;CASQ1
postreplication repair (GO:0006301)	0.0	-0.614081253615335	-2.710408340012122	31.05%	DTL;RAD18;RPA3;RFC5;UBE2V2;RFC4;PCNA;BRCA1;RFC3;ISG15;MSH2;RFC2;POLH;POLD3;SPRTN;RFC1;UBA52;UBE2N;RPA1;UBB;POLD1
chromosome condensation (GO:0030261)	0.0	-0.6129240387937194	-2.700689767513137	12.57%	CDK1;TOP2A;PLK1;NUSAP1;CCNB1;NCAPG;CDCA5;NCAPH;NCAPG2;INCENP;NCAPD2;SMC4;SMC2
nuclear membrane reassembly (GO:0031468)	0.0	-0.5895053846185568	-2.6903501499237867	33.68%	CDK1;CCNB2;CCNB1;NUP93;RCC1;SEH1L;NUP155;RAN;NDC1;NUP37;VRK1;UBE2I;LBR;NUP107;NUP35;KPNB1;SUMO1;RANGAP1;NUP205;NUP188;NUP85;BANF1;REEP3;UBXN2A;REEP4
mitotic cell cycle checkpoint signaling (GO:0007093)	0.0	-0.8016891719277048	-2.6803123841846848	4.12%	AURKB;ZWINT;BUB1;BUB1B;NABP1;ZWILCH;CHEK1
interleukin-12-mediated signaling pathway (GO:0035722)	0.0	-0.6609360107345889	-2.6713212152770285	8.98%	SERPINB2;MIF;LMNB1;RAP1B;PPIA;MTAP;ANXA2;CFL1
cell cycle G1/S phase transition (GO:0044843)	0.0	-0.565621442036264	-2.657027998167056	9.94%	CDKN2A;BCAT1;CDKN3;E2F1;CCNE2;CCNA2;DBF4;INHBA;CDC7;CDC25A;RCC1;EIF4E;CDK2
protein localization to kinetochore (GO:0034501)	0.0	-0.8042756162804006	-2.6547640776094577	6.92%	CDK1;AURKB;TTK;SPDL1;ZWILCH;KNL1;MTBP;BUB3
regulation of chromosome segregation (GO:0051983)	0.0	-0.8739036225902046	-2.6502669902520486	3.92%	AURKB;KIF2C;CDC6;MKI67;BUB1;RAD18
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)	0.0	-0.6740547422640133	-2.6343180699712017	9.98%	TYMS;RRM2;CDC6;CDC45;E2F1;CDT1;E2F7;ORC1;FBXO5;DHFR;CDK15;PCNA
cellular response to interleukin-12 (GO:0071349)	0.0	-0.6277891169460666	-2.6315943782340145	8.98%	SERPINB2;MIF;LMNB1;RAP1B;PPIA;MTAP;ANXA2;CFL1
actomyosin structure organization (GO:0031032)	0.0	0.7425601856026245	2.6223432857005675	5.18%	ACTC1;TNNT2;TCAP;MYH6;CSRP3;ACTN2;MYOZ2;LMOD2;MYOM2;SORBS1;TMOD1;SYNPO2L;TTN;KLHL41;TNNT3;MYLK3;LMOD3;PGM5;OBSCN;CASQ1;MYH14;FRMD3
cardiac muscle tissue morphogenesis (GO:0055008)	0.0	0.8325857232212245	2.621581391758226	9.45%	MYL2;MYH7;TNNI3;MYL3;TNNC1;ACTC1;TNNT2;TCAP;MYBPC3;MYH6;NKX2-5;TTN;HAND1;PKP2;TBX20;PROX1
cardiac muscle contraction (GO:0060048)	0.0	0.8126130916859529	2.6196307564865378	8.84%	MYH7;TNNI3;MYL3;TNNC1;TNNT2;TCAP;MYBPC3;MYH6;CSRP3;CASQ2;ATP1A2;RYR2;MYL4;TTN;SCN5A;KCNH2;SCN4B;KCNQ1;DMD;TNNI1
positive regulation of cell cycle G2/M phase transition (GO:1902751)	0.0	-0.7310185498384996	-2.6123410729088223	17.29%	CDK1;CCNB1;DTL;CDC7;FBXO5;CDC25A;CDC25C;DBF4B;CDK4;NPM1;CDC25B
nucleotide-excision repair (GO:0006289)	0.0	-0.5189518515227055	-2.6064102567223277	31.05%	POLR2F;BRIP1;GTF2H5;RPA3;LIG1;RFC5;RFC4;PCNA;ATXN3;TP53;FANCC;RFC3;TCEA1;POLA1;HMGN1;RFC2;POLR2K;POLD3;CUL4B;CCNH;POLR2D;POLR2G;RFC1;ERCC2;UBA52;POLE;GTF2H3;RPA1;UBB;AQR;MNAT1;POLD1
nucleocytoplasmic transport (GO:0006913)	0.0	-0.6018343691061092	-2.5996646669635814	35.77%	SNRPD1;NXT2;GEMIN6;SNRPF;SNRPE;NPM1;RSRC1;NUTF2;SNRPB;SNRPG;XPO1;SNRPD3;GEMIN4;HNRNPA1;NUP205;GEMIN7;MALT1;NCBP1;SNRPD2;DDX20;NXT1;PHAX
pre-replicative complex assembly (GO:0036388)	2.4158780500124046e-05	-0.5403583960129791	-2.5913468482216	30.34%	ORC6;CDC6;CDT1;ORC1;MCM2;GMNN;MCM4;MCM8;MCM6;MCM5;PSMB2;PSMA5;MCM7;PSMA2;PSMA4;PSMD9;PSME3;ORC5;UBA52;PSMD5;UBB;MCM3;PSMD12
mitotic spindle assembly (GO:0090307)	2.377530779377287e-05	-0.6155005807649732	-2.587085613464771	2.10%	AURKB;TPX2;PRC1;KIF23;KIF11;KIF4A;KIFC1;RACGAP1
