Term	fdr	es	nes	gene %	lead_genes
cardiac ventricle morphogenesis (GO:0003208)	0.00016876662196866675	0.683934773335291	2.2238408116913955	10.19%	MYH7;TNNI3;MYBPC3;MYL2;MYL3;MYH6;HAND1;DLL4;HEYL;PKP2;PROX1;TNNC1;HEY1
inflammatory response (GO:0006954)	0.00023205410520691678	0.5804494818591966	2.181947490968402	17.60%	HPR;FOS;S100A9;HYAL1;GGT5;CXCL2;PLA2G4B;S100A8;ACKR1;CDO1;CCL21;FOLR2;CD40;ADORA1;APOL3;CCL11;AIF1;CXCR4;CSF1R;AFAP1L2;LYZ;PTGIR;SERPINA3
regulation of primary metabolic process (GO:0080090)	0.03681539240702173	-0.4318913986591647	-2.156276812950797	20.70%	CYP51A1;SCD;SQLE;HMGCS1;ELOVL6;LDLR;HMGCR;NQO1;ACACA;SC5D;FDPS;MVD;IDI1;FDFT1;DHCR7;PSMA4;TNFAIP8L3;LSS;FASN;OAZ2;MVK
regulation of muscle contraction (GO:0006937)	0.0009282164208276672	0.7519027282350133	2.149800765068378	7.63%	MYBPC3;MYL2;TNNT1;TNNT3;MYL3;CHRM2;ATP1A2;TNNC1
rRNA processing (GO:0006364)	0.04647223824395332	-0.4107880327970398	-2.125212494785382	46.59%	RPL39;RPL31;DDX10;RPL27A;RPS19;RPL15;RPL37A;RPL37;POP4;RPL41;WDR12;RPS9;RPL14;DDX52;RPL30;RPL28;UTP15;RPS24;RPS17;RPL3;RPL18A;LSM6;KRR1;RPS27;RPL12;EXOSC3;FCF1;RPL13;UTP4;DCAF13;RPL36A;RPL26;UBA52;RPL23;PRKDC;C1D;WDR75;RPL32;UTP6;RPL7;RSL1D1;UTP11;RPS28
regulation of lipid metabolic process (GO:0019216)	0.04435824881313129	-0.448709544976804	-2.1205488125810024	20.81%	CYP51A1;SCD;SQLE;HMGCS1;ELOVL6;HMGCR;APOC1;ACACA;SC5D;FDPS;MVD;IDI1;RARRES2;FDFT1;DHCR7;NPC2;CAV1;TNFAIP8L3;LSS;FASN;MVK;PANK2
blood circulation (GO:0008015)	0.0017238304958228105	0.6589376312736029	2.1193882075867014	23.31%	TNNI3;MYL2;SGCG;DLL4;TRDN;NPR1;PLN;COL4A3;HCN4;F5;NOS3;TBC1D8;ACVRL1;MEOX2;ACTC1;SERPING1
heart development (GO:0007507)	0.0016089084627679564	0.5304262145024783	2.1183887271878095	11.30%	MYH7;TNNI3;TCAP;MYBPC3;MYL2;CSRP3;NKX2-5;SGCG;SOX18;RBM20;FGF12;NDRG4;MYH6;HAND1;APLNR;PDGFB;PKP2;ALPK3;DAND5;GPC3;SYNPO2L;RAMP2;TEK;BMP5
regulation of immune effector process (GO:0002697)	0.0016243787364484175	0.6781184513254301	2.1147173900638454	14.99%	HLA-DRB1;HLA-DRA;C6;C1QB;C1QC;C1QA;CFI;C7;C3;SUSD4
nuclear-transcribed mRNA catabolic process (GO:0000956)	0.051227689581549114	-0.39821857741580796	-2.098729024234828	39.98%	RPS29;RPL39;RPL31;DCP1B;RPL27A;RPS19;RPS23;RPL15;MAGOHB;RPL37A;RPL37;RPS15A;RPL41;RPS9;RPL14;RPL30;RPS3;ATM;RPL28;RPS24;RPS17;PABPC1;RPL3;RPS20;RPL18A;RPS27;RPL12;CNOT7;RBM8A;RPL13;RPL36A;SMG9;DDX5;RPL26;UBA52;PPP2R2A;RPL23
organic hydroxy compound biosynthetic process (GO:1901617)	0.04848979118213281	-0.6255786019517852	-2.095194036159625	14.73%	MSMO1;SQLE;INSIG1;HMGCR;PSAT1;SC5D;DHCR7
regulation of blood circulation (GO:1903522)	0.0025116444328278052	0.6897777048582192	2.0852668005362474	24.41%	MYH6;KCNIP2;CAV3;KCNQ1;CYP2J2;PLN;FXYD1;KCNJ12;TBX2;S100A1;HSPB7;TNNT2;DES
potassium ion import across plasma membrane (GO:1990573)	0.0023721086310040385	0.7337445758024982	2.0849508107605206	25.23%	ATP1A3;KCNJ4;ATP1A2;KCNJ2;KCNJ12;HCN4;KCNJ11;KCNJ8;SLC12A7;ABCC9;ATP1B1;ATP1B2;HCN2;KCNH2
muscle filament sliding (GO:0030049)	0.0025061843362347014	0.6459547930067121	2.0742681199585413	2.30%	MYH7;TNNI3;TCAP;MYBPC3;MYL2;TNNT1;TNNT3;MYL3;MYH6
actin-myosin filament sliding (GO:0033275)	0.0025061843362347014	0.6459547930067121	2.0742681199585413	2.30%	MYH7;TNNI3;TCAP;MYBPC3;MYL2;TNNT1;TNNT3;MYL3;MYH6
muscle cell development (GO:0055001)	0.0026078461347063026	0.6969584802566833	2.0723475211513036	8.45%	TCAP;NRAP;NEBL;NKX2-5;MYH6;LRRC10;CAV3;ALPK3;RAMP2
myofibril assembly (GO:0030239)	0.0025314993295300014	0.620551769418781	2.070169639973815	15.88%	TCAP;MYL2;CSRP3;LMOD2;TNNT1;KLHL41;TNNT3;LMOD3;MYH6;MYPN;MYOM2;SYNPO2L;OBSCN;MYLK3;MYOZ2;ACTN2
cardiac muscle cell action potential (GO:0086001)	0.002582863084042204	0.716990895336276	2.0689479760581824	26.36%	SCN5A;FGF12;KCNIP2;KCNQ1;PKP2;ATP1A2;KCNJ2;SCN2B;HCN4;SLC4A3;ATP1B1;HCN2;KCNH2;SCN4B
regulation of cardiac muscle cell contraction (GO:0086004)	0.002475243788873779	0.6908155958077318	2.0687769776154057	18.27%	RYR2;SCN5A;CAV3;PKP2;DSP;GJA5;CTNNA3;PLN;HCN4;STC1;DSG2
muscle contraction (GO:0006936)	0.002487620007818148	0.522715552697733	2.0648106585854773	16.08%	MYH7;TNNI3;TCAP;MYBPC3;MYL2;HRC;ANKRD2;LMOD2;MYOM3;TNNT1;KLHL41;TNNT3;LMOD3;MYL3;MYH6;KCNIP2;CAV3;MYOT;TRDN;MYOM2;TNNC1;SMPX;CKMT2;FXYD1;KCNJ12;HCN4;TNNI1;CRYAB;ADRA1A;ACTN2;SGCA
peptide metabolic process (GO:0006518)	0.07105136241609926	-0.4956370911442821	-2.052142279563648	24.81%	GGT1;BACE2;CLN5;CPXM2;GSTM2;SPCS2;SEC11C;HM13;G6PD;NLN;PSEN1;CPE;CPQ;CPD
ATP-dependent chromatin remodeling (GO:0043044)	0.0718867435336153	-0.5401561574729725	-2.0447880494911965	34.79%	ERCC6;HDAC2;ACTB;SMARCA2;ZNHIT1;CHD3;HNRNPC;ARID1B;SMARCE1;ACTR6;SPTY2D1;RBBP4;ACTL6A;RNF8
steroid metabolic process (GO:0008202)	0.0737273407326831	-0.5024632365086131	-2.0365836474613435	22.09%	CYP51A1;MSMO1;VDR;DHCR24;HSD17B14;CYP1B1;HSD17B7;FDXR;FDFT1;LSS;NPC1
regulation of heart rate by cardiac conduction (GO:0086091)	0.003927069472732438	0.6635107570517369	2.0361401946124538	13.56%	SCN5A;KCNQ1;CACNB2;PKP2;DSP;KCNJ2;CTNNA3;KCNA5;SCN2B;HCN4
ribosome biogenesis (GO:0042254)	0.07581938563654157	-0.39951777587900206	-2.029259943455291	46.59%	RPL39;RPL31;DDX10;RPL27A;NPM1;RPS19;RPL15;RPL37A;RPL37;POP4;RPL41;WDR12;RPS9;RPL14;DDX52;RPL30;RPL28;UTP15;RPS24;RPS17;RPL3;RPL18A;KRR1;RPS27;RPL12;EXOSC3;FCF1;RPL13;UTP4;DCAF13;RPL36A;RAN;NIP7;RPL26;UBA52;RPL23;C1D;WDR75;XPO1;RPL32;CUL4B;UTP6;RPL7;UTP11;EIF2A;RPS28
skeletal muscle contraction (GO:0003009)	0.004537946946268595	0.8034090639275469	2.0290242732739685	13.98%	MYH7;TNNI3;TCAP;TNNT1;TNNT3;TNNC1;MYH14;TNNI1
cardiac muscle cell action potential involved in contraction (GO:0086002)	0.004906286795803384	0.7050960559785826	2.021057099984383	12.21%	RYR2;SCN5A;FGF12;CAV3;KCNQ1;PKP2;KCNJ2;KCNA5;SCN2B
ncRNA processing (GO:0034470)	0.08090006611734075	-0.38182000526173926	-2.0168744153546494	46.59%	SMAD2;RPL39;RPL31;DDX10;RPL27A;RPS19;RPL15;RPL37A;ADAT1;RPL37;INTS6;POP4;RPL41;WDR12;RPS9;RPL14;DDX52;RPL30;RPL28;UTP15;RPS24;RPS17;RPL3;RPL18A;SSB;KRR1;RPS27;RPL12;SMAD1;EXOSC3;FCF1;RPL13;UTP4;DCAF13;RPL36A;RPL26;UBA52;RPL23;RPP21;C1D;WDR75;RPP30;RPL32;UTP6;RPL7;UTP11;RPS28
response to muscle stretch (GO:0035994)	0.007393723903834176	0.797953013065392	1.9981348446163965	3.65%	TCAP;CSRP3;RYR2;CAV3
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	0.007209147535094881	0.5787025657216414	1.9969471452312253	18.33%	HLA-DRB1;RAMP3;GGT5;ADCY4;ADRB1;CD163;HRH2;POMC;VIPR2;RAMP2;CYSLTR2;AVPR2;ADRB2;FGR;PRKAR2B;CALCRL;PTGIR;RAMP1
sarcomere organization (GO:0045214)	0.007246076575493403	0.6328457239733776	1.994983376446553	15.88%	TCAP;CSRP3;LMOD2;TNNT1;TNNT3;MYH6;MYPN;MYOM2;SYNPO2L;OBSCN;MYLK3;MYOZ2;ACTN2
blood vessel morphogenesis (GO:0048514)	0.007164670498263556	0.591900722263161	1.9942042946552139	16.34%	TNNI3;NKX2-5;SOX18;ID1;APLNR;RASIP1;FLT1;GJA5;PROX1;RAMP2;FLT4;KDR;EGFL7;ENG
adult heart development (GO:0007512)	0.007172581433668337	0.9526852877616201	1.9925599351494034	2.30%	MYH7;TCAP;NKX2-5;MYH6
inorganic cation import across plasma membrane (GO:0098659)	0.007098125571035101	0.6270794920811218	1.9919254070120689	21.96%	ATP1A3;SLC5A1;KCNJ4;ATP1A2;KCNJ2;KCNJ12;HCN4;KCNJ11;KCNJ8;SLC12A7;ABCC9;TRPV1;ATP1B1;ATP1B2;HCN2
positive regulation of cytosolic calcium ion concentration (GO:0007204)	0.007054444798290271	0.616246647882894	1.990762026254362	27.18%	RYR2;CAV3;GPR17;ITPR3;GPR4;CD36;LPAR3;CXCR4;P2RX5;ADRA1A;GPR157;PTGIR;ACKR3;PTGER4;CMKLR1;JPH1
cardiac myofibril assembly (GO:0055003)	0.007013190735142375	0.7640353105460754	1.9896815416636064	7.50%	TCAP;MYL2;CSRP3;NRAP;NEBL;PROX1
regulation of cardiac conduction (GO:1903779)	0.007551166018084535	0.5875307279500694	1.9859891641489578	22.20%	NKX2-5;ATP1A3;RYR2;CORIN;ITPR3;GJA5;ATP1A2;TRDN;NPR1;FXYD6;FXYD1;KCNJ11;TNNI3K;CASQ2;ABCC9;ATP1B1;ATP1B2;TMEM65;TBX5;ATP2A3
regulation of inflammatory response to antigenic stimulus (GO:0002861)	0.00769442559370303	0.5726374625115211	1.9822895388090274	18.33%	HLA-DRB1;RAMP3;GGT5;ADCY4;ADRB1;CD163;HRH2;POMC;VIPR2;RAMP2;CYSLTR2;AVPR2;ADRB2;FGR;PRKAR2B;CALCRL;PTGIR;RAMP1
heart process (GO:0003015)	0.008068342734886646	0.8286361725264797	1.9788649990265368	6.63%	TNNI3;MYL2;SGCG;RAMP3;TRDN
cardiac muscle cell development (GO:0055013)	0.00828433155588693	0.6795247594195633	1.9744369856993345	6.83%	TCAP;MYL2;CSRP3;NKX2-5;MYH6;LRRC10;ALPK3
inorganic cation transmembrane transport (GO:0098662)	0.009033130534396078	0.5182824761927063	1.9687559917231434	22.20%	ATP1A3;SCN5A;KCNJ4;SCARA5;KCNQ1;SLC1A3;ATP1A2;KCNJ2;HVCN1;KCNA5;SCN7A;SLC30A2;SCN2B;KCNN2;KCNJ12;HCN4;SLC30A3;KCNJ11;KCNJ8;KCNK1;ABCC9;TRPV1;SLC41A1;ATP1B1;ASIC3;HCN2;ATP2A3
peptidyl-tyrosine phosphorylation (GO:0018108)	0.009989376719383465	0.6098182648639653	1.962161786054343	17.78%	PDGFB;FLT1;FES;FLT4;TEK;KDR;CSF1R;ABI3;EPHA3;FGR;FGFR3;AATK;EPHA4
rRNA metabolic process (GO:0016072)	0.13407134145678137	-0.3900767927391725	-1.957048820665072	46.59%	RPL39;RPL31;DDX10;RPL27A;RPS19;RPL15;RPL37A;RPL37;POP4;RPL41;WDR12;RPS9;RPL14;DDX52;RPL30;RPL28;UTP15;RPS24;RPS17;RPL3;RPL18A;KRR1;RPS27;RPL12;EXOSC3;FCF1;RPL13;UTP4;DCAF13;RPL36A;RPL26;UBA52;RPL23;C1D;WDR75;RPL32;UTP6;RPL7;UTP11;RPS28
endodermal cell differentiation (GO:0035987)	0.14019328227787622	-0.6073901471049548	-1.9472088980902142	21.76%	INHBA;COL11A1;FN1;COL8A1;COL4A2;MMP14;LAMB3;ITGA5
potassium ion transport (GO:0006813)	0.012563301323760519	0.61808798715111	1.9451227950778618	18.80%	KCNIP2;KCNJ4;KCNQ1;SLC1A3;ATP1A2;KCNJ2;KCNA5;KCNN2;KCNJ12;HCN4;AQP1;KCNJ11;KCNJ8;KCNK1;ABCC9
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	0.012636400819903925	0.600189565339849	1.9429999245083407	20.68%	RAMP3;ADCY4;ADRB1;GPR4;ADRA2B;RAMP2;LPAR3;ADRA2C;ADRB2;ADRA1A;CALCRL;PTGIR;S1PR1;RAMP1;PTH1R
nucleotide-excision repair (GO:0006289)	0.14053588560700103	-0.42867418013611075	-1.9419383977550053	52.06%	POLR2F;ERCC5;GTF2H2C;ATXN3;ERCC6;MNAT1;GTF2H5;DDB2;PPIE;GTF2H1;COPS2;TCEA1;PCNA;POLK;CETN2;UBB;UBA52;CUL4B;ERCC1;POLB;PRPF19;POLR2L;MMS19;POLR2A;POLR2I;RBX1
regulation of calcium ion transmembrane transporter activity (GO:1901019)	0.012933148796865497	0.7675495192647481	1.94038333693048	8.82%	HRC;CAV3;CACNB2;PLN;SLN
interleukin-12-mediated signaling pathway (GO:0035722)	0.13248851407622472	-0.6584481302101766	-1.9390935404458123	22.53%	MIF;RAP1B;PPIA;ANXA2;MTAP;CFL1
cellular response to interleukin-12 (GO:0071349)	0.13248851407622472	-0.6584481302101766	-1.9390935404458123	22.53%	MIF;RAP1B;PPIA;ANXA2;MTAP;CFL1
actomyosin structure organization (GO:0031032)	0.016021822568199298	0.5332615643697344	1.9284713466470362	15.88%	TCAP;CSRP3;LMOD2;TNNT1;KLHL41;TNNT3;LMOD3;MYH6;MYPN;MYOM2;FRMD3;SYNPO2L;MYH14;EPB41L4B;OBSCN;MYLK3;MYOZ2;ACTN2
mitotic cell cycle phase transition (GO:0044772)	0.14318139238042976	-0.36502818756351674	-1.9256506181896251	24.33%	INHBA;CDKN2A;CDKN2B;HAUS7;EIF4E;CDKN1A;FBXL22;TUBA1A;NDE1;DYNLL1;SKP1;PPP1R12A;AJUBA;CCNG2;CDK2;TPD52L1;SKP2;MNAT1;CDK4;CCND1;DYNC1H1;ANAPC1
cardiac ventricle development (GO:0003231)	0.01927530269633624	0.6849012700752959	1.9153542362234437	23.35%	SCN5A;DLL4;HEYL;GJA5;DAND5;HEY1;PDE2A;ENG;TMEM65;TBX5;HES1
regulation of membrane depolarization (GO:0003254)	0.021290964152734616	0.7275369668717977	1.9080546746436773	21.69%	SCN5A;CAV3;PTPN3;GJA5;SCN2B;HCN4;GPD1L;TBX5
negative regulation of inflammatory response (GO:0050728)	0.023129637751644522	0.5044503512384303	1.9027616578926045	16.52%	HLA-DRB1;RAMP3;GGT5;ADCY4;ADRB1;CD163;TNFRSF1B;HRH2;POMC;APOA1;VIPR2;RAMP2;TEK;KLF4;CYSLTR2;AVPR2;CDH5;ADRB2;FGR;PRKAR2B;PPARG;CALCRL;PTGIR
nucleocytoplasmic transport (GO:0006913)	0.17181117720572367	-0.5397071872227152	-1.9015917534643467	46.22%	NPM1;SMN1;SNRPD1;ATXN1;RSRC1;HTATIP2;PHAX;ANP32A;NEMF;NUTF2;HNRNPA1;SNRPG;XPO1;SNUPN
regulation of complement activation (GO:0030449)	0.024077933956269684	0.6287538564461259	1.898804212688958	14.99%	C6;C1QB;C1QC;C1QA;CFI;C7;C3;SUSD4
negative regulation of immune response (GO:0050777)	0.025043643040370003	0.5331066316308581	1.894864911243732	18.33%	HLA-DRB1;RAMP3;GGT5;ADCY4;ADRB1;CD163;HRH2;POMC;VIPR2;RAMP2;CYSLTR2;AVPR2;SPI1;ADRB2;FGR;PRKAR2B;CALCRL;PTGIR;RAMP1
cation transport (GO:0006812)	0.026543419572514253	0.5439286547071686	1.889858825561245	20.41%	SLC5A1;SCN5A;KCNIP2;KCNJ4;ATP1A2;KCNJ2;KCNA5;SCN7A;KCNN2;KCNJ12;HCN4;AQP1;KCNJ8;KCNK1;ABCC9;SLC47A1;SLC41A1;ATP1B1;ANO1
circulatory system development (GO:0072359)	0.027058384342995203	0.49683446995001357	1.8866102585902595	23.49%	TNNI3;MYL2;SOX18;RBM20;FGF12;HAND1;APLNR;PDGFB;PKP2;ALPK3;NOTCH4;RAMP2;FLT4;TEK;HEY1;CDH5;CRIP1;POPDC2;ACVRL1;LDB3;SOX9;TBX5;KAT2B;HEG1;PDLIM1
sodium ion transmembrane transport (GO:0035725)	0.026935465396980638	0.6286301537481646	1.885532832534933	21.96%	ATP1A3;SLC5A1;SCN5A;ATP1A2;SCN7A;SCN2B;HCN4;KCNK1;ATP1B1;ATP1B2;ASIC3;HCN2
positive regulation of cell death (GO:0010942)	0.030934921806856617	0.5855533871561454	1.876305964451246	12.25%	HBB;HPR;RAMP3;FOS;C1QA;TYROBP;EGR1;CD36;HBA1
positive regulation of neuron differentiation (GO:0045666)	0.030979223045123395	0.6981199466246826	1.8746533762532183	17.80%	NKX2-5;HEYL;ADRA2B;PROX1;ADRA2C;VWC2;NGF
cholesterol metabolic process (GO:0008203)	0.2130846078571074	-0.39280796879799335	-1.8720806949554314	20.70%	CYP51A1;MSMO1;SQLE;HMGCS1;INSIG1;ACAT2;HMGCR;DHCR24;FDPS;MVD;IDI1;HSD17B7;FDFT1;DHCR7;ACLY;GBA;G6PD;LSS;MVK
gas transport (GO:0015669)	0.033024963183131736	0.8094021493272464	1.8699597005619273	16.74%	MB;HBB;CA2;HBA1;AQP1;CYGB
response to interferon-gamma (GO:0034341)	0.03269562323708489	0.6608912702455088	1.8693139864851562	11.57%	CD74;HLA-DPA1;BST2;CCL21;GBP4;CD40;CCL11;AIF1
regulation of T cell mediated cytotoxicity (GO:0001914)	0.03424961268037002	0.8298183006587081	1.8644672247598655	1.06%	HLA-DRB1;HLA-DRA;AZGP1
peptidyl-tyrosine modification (GO:0018212)	0.035194872623049045	0.5767156040108886	1.8610436116492586	17.78%	PDGFB;FLT1;FES;FLT4;TEK;KDR;CSF1R;ABI3;EPHA3;FGR;FGFR3;EPHA4
transcription-coupled nucleotide-excision repair (GO:0006283)	0.22662068210509737	-0.44781676748282934	-1.8605333187082882	52.06%	POLR2F;ERCC5;ERCC6;MNAT1;GTF2H5;PPIE;GTF2H1;COPS2;TCEA1;PCNA;POLK;UBB;UBA52;CUL4B;ERCC1;PRPF19;POLR2L;POLR2A;POLR2I;RBX1
cellular response to interferon-gamma (GO:0071346)	0.03531787397936091	0.5433848182359804	1.8597353468479996	11.57%	HLA-DRB1;HLA-DRA;NCAM1;HLA-DPA1;HLA-DRB5;HLA-DQB1;CCL21;GBP4;IRF6;CAMK2B;CCL11;AIF1
vasculogenesis (GO:0001570)	0.036664548622692854	0.5998376348823009	1.8561169146876308	16.34%	TNNI3;NKX2-5;SOX18;APLNR;RASIP1;RAMP2;KDR;EGFL7;ENG
striated muscle cell development (GO:0055002)	0.036509845885888244	0.7650960812917169	1.8550867773538962	2.30%	LMOD2;KLHL41;LMOD3;MYH6
antigen processing and presentation of endogenous peptide antigen (GO:0002483)	0.03718667035940842	0.8723450897342041	1.8525315476746353	1.06%	HLA-DRB1;HLA-DRA;AZGP1
positive regulation of T cell mediated immunity (GO:0002711)	0.03692873329631304	0.7560689174957494	1.8519463707737887	1.06%	HLA-DRB1;HLA-DRA;AZGP1
smooth muscle contraction (GO:0006939)	0.23780819035592118	-0.7141456887691244	-1.8508088059710106	3.01%	MYLK;ACTA2;MYH11
negative regulation of ion transport (GO:0043271)	0.04056024481313624	0.7547070604536189	1.84433518324505	18.84%	CAV3;WNK2;PLN;STC1;ACTN2;CASQ2;PACSIN3
regulation of humoral immune response (GO:0002920)	0.039954868024880484	0.6036539816881373	1.8442864945984683	14.99%	C6;C1QB;C1QC;C1QA;CFI;C7;C3;SUSD4
cardiac muscle cell contraction (GO:0086003)	0.04220654666469333	0.7500872755386516	1.8386240432958967	12.21%	SCN5A;FGF12;PKP2;KCNJ2;SCN2B
positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	0.04181009617293319	0.6934706554962028	1.8381864449563192	14.00%	HLA-DRB1;HLA-DRA;AZGP1;TYROBP;SPI1
ventricular cardiac muscle cell action potential (GO:0086005)	0.0424460109009909	0.7369820518502104	1.836295012358488	26.45%	RYR2;SCN5A;CAV3;KCNQ1;PKP2;KCNJ8;GPD1L;KCNH2;SNTA1
