Term	fdr	es	nes	gene %	lead_genes
aerobic electron transport chain (GO:0019646)	0.0	0.7100632450116645	2.6492312776932585	23.28%	COX6A2;COX4I2;NDUFA1;NDUFA7;NDUFB8;NDUFS5;NDUFB7;COX8A;UQCRHL;NDUFB10;NDUFA13;COX5B;UQCRH;NDUFA8;UQCRQ;NDUFB11;CYC1;COX5A;UQCR11;NDUFB3;NDUFAB1;COX6C;NDUFC1;NDUFB1;NDUFS7;NDUFB9;NDUFS6;COX6B1;NDUFB6;NDUFA6;NDUFA2;NDUFB2;COX7B;COX4I1;UQCR10;NDUFS4;NDUFV1;UQCRC1;NDUFA4;SDHA;NDUFB4;NDUFA11;SDHD;NDUFA12;NDUFS8;UQCRFS1;COX7C;COX6A1;NDUFAF1;NDUFS2;NDUFV2;UQCRB;NDUFS3;NDUFA3;CYCS;NDUFC2
mitotic spindle organization (GO:0007052)	0.0	-0.44533022340146095	-2.6403148540525843	30.22%	CENPF;CENPE;KNTC1;KIF23;KIF11;BUB1B;TPX2;KNL1;STIL;BUB1;KIF4A;DLGAP5;PLK1;KIFC1;BIRC5;CDC20;KIF2C;CENPK;KIF18A;SGO2;CDCA8;EML4;ZWINT;CCNB1;TTK;AURKB;CENPU;MAD2L1;RCC1;CEP126;GPSM2;NDC80;NEK6;CENPI;SPICE1;SKA1;SGO1;KIF2A;DYNC1H1;TAOK1;CENPL;TNKS;MAP9;INCENP;NUF2;ITGB3BP;ZWILCH;ZNF207;EFHC1;RCC2;CHEK2;CENPO;SPAST;RANBP2;STMN1;CENPP;SPDL1;KIF3B;CENPC;NUP160;XPO1;SEH1L;NUP98;CEP192;STAG2;BUB3
myofibril assembly (GO:0030239)	0.0	0.7818260874135213	2.6286893689245736	8.63%	MYL2;MYH6;ACTN2;ACTC1;MYOZ2;MYPN;TNNT2;TNNT3;CSRP3;TNNT1;MYOM2;TCAP;PDGFRA;LMOD2;PDGFRB;TMOD1;CASQ1;KLHL41;SYNPO2L;MYLK3;FHOD3;LMOD3
mitochondrial ATP synthesis coupled electron transport (GO:0042775)	0.0	0.7023600287961975	2.6265708088554347	26.85%	COX6A2;COX4I2;NDUFA1;NDUFA7;NDUFB8;NDUFS5;NDUFB7;COX8A;UQCRHL;NDUFB10;NDUFA13;COX5B;UQCRH;NDUFA8;UQCRQ;NDUFB11;CYC1;COX5A;UQCR11;NDUFB3;NDUFAB1;COX6C;NDUFC1;NDUFB1;NDUFS7;NDUFB9;NDUFS6;COX6B1;NDUFB6;NDUFA6;NDUFA2;NDUFB2;COX7B;COX4I1;UQCR10;NDUFS4;NDUFV1;UQCRC1;NDUFA4;SDHA;NDUFB4;NDUFA11;SDHD;NDUFA12;NDUFS8;UQCRFS1;COX7C;COX6A1;NDUFAF1;NDUFS2;NDUFV2;UQCRB;NDUFS3;NDUFA3;CYCS;NDUFC2;COA6;UQCRC2;NDUFA9;SDHAF2
mitotic sister chromatid segregation (GO:0000070)	0.0	-0.46583568468750164	-2.607647410262464	10.39%	CENPE;KIF23;SPAG5;KIF18B;DLGAP5;PLK1;KIFC1;ESPL1;CDK1;KIF2C;NCAPG;CEP55;NUSAP1;NCAPG2;CENPK;KIF18A;KIF14;SGO2;CDCA8;CDCA5;EML4;ZWINT;CCNB1;NCAPH;NDC80
double-strand break repair via homologous recombination (GO:0000724)	0.0	-0.4972356261252152	-2.6065197361334103	21.58%	NABP1;MMS22L;BRCA2;POLQ;GEN1;CDC7;FANCM;RBBP8;XRCC2;REV3L;RAD54L;GINS2;SLX4;CDC45;RAD51D;RFWD3;GINS4;RAD51AP1;MCM9;RECQL4;TONSL;ZFYVE26;NIPBL;BRCA1;PALB2;MCM2;MCM8;WRN
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	0.0	-0.6722062068665411	-2.588112940346414	12.80%	CENPF;KNTC1;BUB1B;BUB1;PLK1;CDC20;ZWINT;TTK;MAD2L1;TRIP13;ATM;APC
regulation of heart contraction (GO:0008016)	0.0	0.691254679668967	2.551918563133311	15.43%	DES;MYH6;RYR2;FXYD1;TRDN;TNNT2;CASQ2;HRC;ATP1A3;GJA5;PLN;NPR1;HSPB7;ATP1A2;KCNJ12;TNNI3K;AGT;CASQ1;APLN;NPPA;KCNQ1;CAV3;TBX2;SLC8A1;KCNIP2;ATP1B2;S100A1;ADORA3;CORIN;TPM1;ACE2;HCN4;FXYD6
regulation of cell cycle process (GO:0010564)	0.0	-0.4774492332834666	-2.5074438737059506	36.08%	MKI67;CDKN2B;KIF11;SPAG5;CHEK1;KIF20B;BUB1;KIF20A;PLK1;RAB11FIP4;ECT2;DBF4;BIRC6;AURKB;PLK4;RCC1;CEP250;APC;DYNC1H1;MAP9;USP51;RACGAP1;ZFYVE26;PKMYT1;NEK2;PIK3C3;RMI2;FBXO5;CDC25C;PRPF40A;SETD2;MYO19;CUL7;TTL;CDK13;CUL9;CCP110;DCUN1D3;CTNNB1;KLHL13;SOX9;DBF4B;SND1;AHCTF1;MAD1L1;CSNK2A2;KLHL9;L3MBTL1
ventricular cardiac muscle tissue development (GO:0003229)	0.0	0.8438741219118282	2.5036852436653736	1.83%	MYL2;MYH7;MYL3;TNNI3;MYH6;MYBPC3;TBX5;TNNT2;HAND1;TNNC1
cardiac muscle tissue morphogenesis (GO:0055008)	0.0	0.8215683926842473	2.496957188996614	9.01%	MYL2;MYH7;MYL3;TNNI3;MYH6;ACTC1;MYBPC3;TNNT2;HAND1;TNNC1;S1PR1;TCAP;ENG;PKP2;TBX20
cardiac muscle contraction (GO:0060048)	0.0	0.7856309963348552	2.496443896678097	10.41%	MYH7;MYL3;TNNI3;MYH6;RYR2;MYBPC3;TNNT2;CASQ2;MYL4;CSRP3;TNNC1;ATP1A2;TCAP;SCN5A;KCNQ1;SCN4B;SLC8A1
synapse assembly (GO:0007416)	0.00023156073871433364	-0.5765686626952712	-2.476661126621624	28.66%	CDH1;NRCAM;FARP1;SHANK2;SDK1;PCDHB2;FLRT3;NLGN4Y;FZD5;GABRB2;PCDHB3;DNM3;ADGRL3;SDK2;PLXNB2;PCDHB4;PTEN;PLXNB1;LRRC4;NLGN1
ciliary basal body-plasma membrane docking (GO:0097711)	0.00021226401048813918	-0.438412965522429	-2.4737356651932902	29.01%	CEP78;RPGRIP1L;PLK1;CDK1;ALMS1;CEP41;CEP152;PLK4;CEP135;KIF24;C2CD3;AKAP9;CEP250;CEP72;CEP76;DYNC1H1;CEP97;CNTRL;NEK2;SFI1;CEP162;CEP290;RAB3IP;NEDD1;SCLT1;AHI1;CEP164;CC2D2A;CEP89;PCM1;CCP110;HAUS6;CENPJ;NINL;CEP192;CEP70
sarcomere organization (GO:0045214)	0.0	0.791789713551386	2.459725722766566	7.86%	MYH6;ACTN2;MYOZ2;MYPN;TNNT2;TNNT3;CSRP3;TNNT1;MYOM2;TCAP;LMOD2;CASQ1;SYNPO2L;MYLK3;FHOD3
heart development (GO:0007507)	0.0	0.6243616316571335	2.459365923176204	10.87%	MYL2;MYH7;TNNI3;MYH6;SOX18;MYBPC3;HAND2;TBX5;HAND1;ACVRL1;SOX17;CSRP3;GATA4;TCAP;APLNR;LDB3;FOXC2;SGCD;FGF12;RAMP2;WT1;POPDC2;SGCG;APLN;RBM20;DAND5;NTRK3;FOXF1;GATA5;SYNPO2L;TEK;POPDC3;CRIP1;PKP2;CACNA1C;TBX2;FOXL1;PDGFB;PDLIM3;ALPK2;BVES
regulation of cell cycle G2/M phase transition (GO:1902749)	0.000489840024203398	-0.4583272468659875	-2.4397895866970742	29.01%	CENPF;CEP78;TPX2;PLK1;CDK1;ALMS1;ATAD5;CEP41;KIF14;GTSE1;CEP152;PLK4;HMMR;CEP135;AKAP9;CEP250;CEP72;CEP76;DYNC1H1;CNTRL;NEK2;SFI1;CEP290;NEDD1;TP53;CEP164;PCM1;CCP110;HAUS6;CENPJ;NINL;CEP192;CEP70
mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	0.0	0.7141283694346059	2.4325142606293078	23.28%	NDUFA1;NDUFA7;NDUFB8;NDUFS5;NDUFB7;NDUFB10;NDUFA13;NDUFA8;NDUFB11;NDUFB3;NDUFAB1;NDUFC1;NDUFB1;NDUFS7;NDUFB9;NDUFS6;NDUFB6;NDUFA6;NDUFA2;NDUFB2;NDUFS4;NDUFV1;NDUFA4;NDUFB4;NDUFA11;NDUFA12;NDUFS8;NDUFAF1;NDUFS2;NDUFV2;NDUFS3;NDUFA3;NDUFC2
blood circulation (GO:0008015)	0.0	0.7120938368878069	2.429927860597812	15.14%	MYL2;TNNI3;ACTC1;TRDN;CXCL12;ACVRL1;MEOX2;PLN;NPR1;HOXB2;SERPING1;NPPB;SGCD;ELN;SGCG;F5;CXCL10;UTS2R;ACE2;HCN4
regulation of water loss via skin (GO:0033561)	0.0006792448335620453	-0.7453669377959155	-2.4094519129471443	13.34%	CLDN4;CLDN1;TP63;FA2H;LSR;KDF1;UGCG;ABCA12;SFN
establishment of skin barrier (GO:0061436)	0.0006792448335620453	-0.7453669377959155	-2.4094519129471443	13.34%	CLDN4;CLDN1;TP63;FA2H;LSR;KDF1;UGCG;ABCA12;SFN
mitotic cell cycle phase transition (GO:0044772)	0.0006367920314644174	-0.3743091566400523	-2.4019229255502306	29.01%	BCAT1;CDKN2B;CEP78;PLCB1;FOXM1;USP37;CCNF;TRIM71;PLK1;CDK1;CDKN2A;ALMS1;MELK;CCNB2;CEP41;CDC25A;DBF4;CDC7;CEP152;CCNB1;PLK4;ANAPC1;RCC1;CEP135;E2F1;AKAP9;CEP250;CEP72;INHBA;CEP76;EIF4E;CCNJ;DYNC1H1;CCDC57;CCNG2;CCNA2;SKP2;CDK6;E2F3;CNTRL;PKMYT1;NEK2;SFI1;CEP290;CCNJL;PHLDA1;CACUL1;NEDD1;CHEK2;CDC25C;LATS1;TACC3;MASTL;CEP164;SPAST;POLE;AJUBA;CCND2;PCM1;TAF2;CCND1;CCP110;HAUS6;CENPJ;NINL;CEP192;CEP70
cardiac muscle cell development (GO:0055013)	0.0	0.8227978262599825	2.398487772904505	10.41%	MYL2;MYH6;ACTC1;HEY2;CSRP3;TCAP;PDGFRA;PDGFRB;LRRC10;MYLK3;FHOD3;ALPK2;SLC8A1
ventricular cardiac muscle tissue morphogenesis (GO:0055010)	0.0	0.7463174005860349	2.366141075036929	8.13%	MYL2;MYH7;MYL3;TNNI3;MYH6;RYR2;MYBPC3;TNNT2;HAND1;TNNC1;ENG;PKP2
G2/M transition of mitotic cell cycle (GO:0000086)	0.0015732509012650314	-0.393082818593691	-2.3653980189185386	29.01%	CDKN2B;CEP78;PLCB1;FOXM1;PLK1;CDK1;ALMS1;MELK;CCNB2;CEP41;CDC25A;CEP152;CCNB1;PLK4;CEP135;AKAP9;CEP250;CEP72;CEP76;DYNC1H1;CCDC57;CCNA2;SKP2;CNTRL;PKMYT1;NEK2;SFI1;CEP290;BACH1;PHLDA1;NEDD1;CHEK2;CDC25C;LATS1;MASTL;CEP164;AJUBA;PCM1;TAF2;CCP110;HAUS6;CENPJ;NINL;CEP192;CEP70
regulation of double-strand break repair via homologous recombination (GO:0010569)	0.0017688667540678264	-0.5701118827567214	-2.3554661357883315	23.02%	CHEK1;POLQ;HELB;RIF1;TIMELESS;ARID2;ERCC6;FIGNL1;USP51;RAD51AP1;TP53BP1;SMCHD1;PARPBP;RMI2;SETD2
cell cycle G2/M phase transition (GO:0044839)	0.0018098299841620288	-0.3887716285671915	-2.3540451611725963	29.01%	CDKN2B;CEP78;PLCB1;FOXM1;PLK1;CDK1;ALMS1;MELK;CCNB2;CEP41;CDC25A;CEP152;CCNB1;PLK4;CEP135;AKAP9;CEP250;CEP72;CEP76;DYNC1H1;CCDC57;CCNA2;SKP2;CNTRL;PKMYT1;NEK2;SFI1;CEP290;PHLDA1;NEDD1;CHEK2;CDC25C;LATS1;MASTL;CEP164;AJUBA;PCM1;TAF2;CCP110;HAUS6;CENPJ;NINL;CEP192;CEP70
NADH dehydrogenase complex assembly (GO:0010257)	0.0	0.657056762650952	2.3439127494553964	24.25%	NDUFA1;NDUFA7;NDUFB8;NDUFS5;NDUFB7;NDUFB10;NDUFA13;NDUFA8;NDUFB11;NDUFB3;NDUFAB1;NDUFC1;NDUFB1;NDUFS7;NDUFB9;NDUFS6;NDUFB6;TMEM126A;NDUFA6;NDUFA2;NDUFB2;NDUFAF2;NDUFS4;NDUFV1;ECSIT;NDUFB4;NDUFA11;NDUFA12;NDUFS8;NDUFAF8;TIMMDC1;NDUFAF3;NDUFAF1;NDUFS2;NDUFV2;NDUFS3;NDUFA3;NDUFC2;NDUFAF4
mitochondrial respiratory chain complex I assembly (GO:0032981)	0.0	0.657056762650952	2.3439127494553964	24.25%	NDUFA1;NDUFA7;NDUFB8;NDUFS5;NDUFB7;NDUFB10;NDUFA13;NDUFA8;NDUFB11;NDUFB3;NDUFAB1;NDUFC1;NDUFB1;NDUFS7;NDUFB9;NDUFS6;NDUFB6;TMEM126A;NDUFA6;NDUFA2;NDUFB2;NDUFAF2;NDUFS4;NDUFV1;ECSIT;NDUFB4;NDUFA11;NDUFA12;NDUFS8;NDUFAF8;TIMMDC1;NDUFAF3;NDUFAF1;NDUFS2;NDUFV2;NDUFS3;NDUFA3;NDUFC2;NDUFAF4
cardiac ventricle morphogenesis (GO:0003208)	0.0	0.7200618959483122	2.3421116136528175	9.01%	MYL2;MYH7;MYL3;TNNI3;MYH6;MYBPC3;HEY2;TNNT2;HAND1;TNNC1;GATA4;ENG;FOXF1;HEYL;GATA3;PKP2;TBX20
response to interferon-gamma (GO:0034341)	0.0	0.6774485541269892	2.3313339757459484	14.88%	CD40;CASP1;AIF1;CCL11;TLR4;BST2;CCL2;SIRPA;CCL14;GBP4;CCL4;CCL13;IFITM1;IFITM2;CCL8;CCL18;CD74;GBP1;GBP2;CCL21;IFITM3
regulation of muscle contraction (GO:0006937)	0.0	0.7841210552869866	2.3191436030152417	14.53%	MYL2;MYL3;MYBPC3;TNNT3;TNNC1;TNNT1;ATP1A2;CNN1;CHRM2;MYL9;CAV1;TNNC2;TPM1
mitochondrial respiratory chain complex assembly (GO:0033108)	0.0	0.6103214080786914	2.316927474638363	30.30%	NDUFA1;NDUFA7;NDUFB8;NDUFS5;SCO2;NDUFB7;COX14;NDUFB10;NDUFA13;NDUFA8;NDUFB11;NDUFB3;NDUFAB1;COX17;NDUFC1;NDUFB1;NDUFS7;NDUFB9;NDUFS6;NDUFB6;TMEM126A;NDUFA6;NDUFA2;NDUFB2;NDUFAF2;COX16;NDUFS4;NDUFV1;ECSIT;PET100;PET117;NDUFB4;NDUFA11;NDUFA12;NDUFS8;NDUFAF8;TIMMDC1;UQCRFS1;NDUFAF3;NDUFAF1;NDUFS2;NDUFV2;NDUFS3;NDUFA3;NDUFC2;CHCHD4;NDUFAF4;UQCC2;COA3;NDUFA9;SDHAF2;SURF1;SDHAF4;SMIM20;AIFM1;TIMM21;BCS1L;NDUFB5
regulation of blood circulation (GO:1903522)	0.0	0.7266472506983168	2.307404596762659	14.57%	DES;MYH6;FXYD1;TNNT2;PLN;HSPB7;KCNJ12;AGT;KCNQ1;CAV3;TBX2;KCNIP2;S100A1;ADORA3;TPM1;ACE2
regulation of striated muscle contraction (GO:0006942)	0.0	0.7748216704294728	2.304220836087593	3.56%	MYL2;MYL3;RYR2;MYBPC3;TNNT3;GJA5;ATP1A2;TNNI3K
cellular divalent inorganic cation homeostasis (GO:0072503)	0.0	0.6303527939821194	2.3040973477781237	10.90%	TNNI3;RYR2;TRDN;CXCL12;CSRP3;MT1M;CD40;MT1A;CCL11;MT3;CCL14;MT2A;ELANE;MT1HL1;MT1E;CDH5;CCL13;CCL8;PTH1R;MT1X;SLC8A1;RGN;CAV1
cardiac myofibril assembly (GO:0055003)	0.0	0.8432109312410665	2.303469087059389	7.86%	MYL2;ACTC1;CSRP3;NRAP;TCAP;PDGFRA;PDGFRB;MYLK3;FHOD3
regulation of cardiac conduction (GO:1903779)	0.0	0.679006719620523	2.3007580467307336	15.43%	RYR2;FXYD1;TRDN;TBX5;CASQ2;ATP1A3;GJA5;NPR1;ATP1A2;TNNI3K;AGT;CASQ1;NPPA;SLC8A1;ATP1B2;CORIN;ACE2;FXYD6
mitotic G2/M transition checkpoint (GO:0044818)	0.0032476393604685292	-0.5588464402795835	-2.2961919523711045	15.10%	NABP1;CHEK1;TICRR;PLK1;CDC6;CDK1;DTL;ATM;ORC1;CHFR;TAOK1
negative regulation of inflammatory response (GO:0050728)	0.0	0.5826660819259641	2.291337243314937	13.55%	RAMP3;CD163;HRH2;AVPR2;TNFRSF1B;RAMP1;ADCYAP1R1;TNFAIP6;VIP;SIRPA;PTGIR;PTGDR;HCK;FCGR3A;ADIPOQ;ELANE;CDH5;RAMP2;PTGIS;FGR;TSHB;TREM2;POMC;TEK;CYSLTR2;GATA3;ADCY5;ADCY4;PTH1R;PPARG;SAA1;VIPR2;APOA1;SLAMF8;GLP1R;KLF4;CALCRL;GPR27;ADM
regulation of G0 to G1 transition (GO:0070316)	0.0036388116083681	-0.5118925472940232	-2.2856738408013313	13.44%	CDKN2B;RRM2;CHEK1;EZH2;CBX5;MGA;CDC7;APAF1;EHMT1;RBBP8;E2F1;PHC3
cellular metal ion homeostasis (GO:0006875)	0.0	0.6274783186623826	2.2750579077069633	11.01%	TNNI3;RYR2;TRDN;CXCL12;ATP1A3;CSRP3;CD40;ATP1A2;CCL11;MT3;CCL14;ELANE;CDH5;CCL13;CCL8;PTH1R;SLC8A1;RGN;CAV1;ATP1B2
mitotic cell cycle checkpoint signaling (GO:0007093)	0.004399654035572339	-0.707435879746646	-2.2733742344265364	18.98%	NABP1;BUB1B;CHEK1;BUB1;ZWINT;AURKB;CHFR;ZWILCH
inflammatory response (GO:0006954)	2.7979363902027517e-05	0.581167841419445	2.270472386573407	14.13%	S100A9;S100A8;ACKR1;SERPINA3;FOLR2;CD40;AIF1;CCL11;TLR4;APOL3;CCL2;CMKLR1;TNFAIP6;SIGLEC1;PTGIR;PTGDR;CCL14;TBXA2R;HPR;CCL4;FCGR2B;CCL13;CD14;CCL8;CCL18;ADORA1;SELE;TNFRSF4;FPR1;HYAL1;PLA2G4C;CXCL10;ITGB2;LYZ;ADORA3;CRHBP;CDO1;CCL21;ADM;AOC3
circulatory system development (GO:0072359)	2.7131504389844864e-05	0.5932315696467304	2.2673322764785024	10.87%	MYL2;TNNI3;SOX18;HAND2;HEY2;TBX5;HAND1;ACVRL1;SOX17;APLNR;LDB3;FOXC2;FGF12;CDH5;RAMP2;WT1;POPDC2;RBM20;NTRK3;FOXF1;TEK;POPDC3;CRIP1;PKP2;CACNA1C;FOXL1;PDGFB;PDLIM3;NOTCH4;BVES
monocyte chemotaxis (GO:0002548)	5.2667037933228264e-05	0.7806215420798027	2.254611335089338	14.03%	FOLR2;CCL11;CCL2;CCL14;S100A12;CCL4;CCL13;CCL8;CCL18;PDGFB;FLT1;CCL21;LGALS3
skeletal muscle contraction (GO:0003009)	5.116226542085031e-05	0.8369369401481105	2.251783629607956	2.87%	MYH7;TNNI3;TNNT3;RCSD1;TNNC1;TNNT1;MYH14;TCAP
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	4.974109138138225e-05	0.6078982110768801	2.250221978296471	13.55%	RAMP3;CD163;HRH2;AVPR2;RAMP1;ADCYAP1R1;VIP;PTGIR;PTGDR;HCK;FCGR3A;RAMP2;FCGR2B;FGR;TSHB;TREM2;POMC;CYSLTR2;ADCY5;ADCY4;PTH1R;VIPR2;GLP1R;CALCRL;GPR27;ADM
phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200)	4.839673756026381e-05	0.7022390452116705	2.2472053903866422	10.20%	ACTN2;CMKLR1;VIP;AGT;CHRM2;GPR4;ANO1;P2RY8;CX3CR1;ADRA1A;GPR17;PTH1R;TGM2;FPR1
recombinational repair (GO:0000725)	0.006589413195153538	-0.45590969067470544	-2.2376415318704224	21.58%	NABP1;MMS22L;BRCA2;POLQ;GEN1;RBBP8;XRCC2;REV3L;SLX4;RAD51D;RFWD3;RAD51AP1;MCM9;RECQL4;TONSL;ZFYVE26;BRCA1;PALB2;MCM8;WRN
positive regulation of cytosolic calcium ion concentration (GO:0007204)	4.712313920341476e-05	0.6133117985851614	2.236955828326957	16.43%	RYR2;JPH2;CMKLR1;PDGFRA;PTGIR;PTGDR;C1QTNF1;GPR4;P2RX3;P2RY8;TBXA2R;CX3CR1;ADRA1A;ADCY5;GPR17;ACKR3;CACNA1C;SAA1;CAV3;FPR1;SLC8A1;GLP1R;CAV1;CD52;CD36;P2RX5;GRM1;LPAR3;P2RX7
vasculogenesis (GO:0001570)	4.5914853582814383e-05	0.7210937253724162	2.2306540371600625	16.15%	TNNI3;SOX18;HEY2;SOX17;APLNR;PDGFRB;RAMP2;WT1;ENG;TBX20;CAV1;EGFL7;ADM;RASIP1
DNA replication checkpoint signaling (GO:0000076)	0.006951646343486558	-0.7241871247403886	-2.2306406238719974	13.59%	TICRR;CDC6;CDT1;TIMELESS;DNA2;ORC1;CDC45
heart process (GO:0003015)	4.476698224324402e-05	0.8541373910368555	2.2259199015994597	6.06%	MYL2;TNNI3;ACTC1;RAMP3;TRDN;SGCD;SGCG
cardiac ventricle development (GO:0003231)	4.3675104627555146e-05	0.7801185393343025	2.221735231945604	9.07%	HEY2;TBX5;GJA5;GATA4;SCN5A;ENG;DAND5;HEYL;GATA3;PDE2A
cell communication by electrical coupling involved in cardiac conduction (GO:0086064)	4.263522118404193e-05	0.8390544738836495	2.2177796303885353	11.01%	RYR2;TBX5;ATP1A3;GJA5;ATP1A2;PKP2;CACNA1C;SLC8A1;ATP1B2
tube closure (GO:0060606)	0.008558484902881771	-0.5542343024238945	-2.215283169813097	11.81%	TGFB2;GRHL2;CELSR1;STIL;GRHL3;LRP6;MTHFD1L;FOLR1;VANGL2
establishment of mitotic spindle localization (GO:0040001)	0.008719152430820484	-0.5734150017287147	-2.2093321616532164	11.98%	PLK1;ESPL1;NUSAP1;SAPCD2;MAD2L1;GPSM2;NDC80;HTT;PKHD1
defense response to bacterium (GO:0042742)	8.328740882464004e-05	0.600603524190416	2.206967247589157	16.90%	S100A9;TNFRSF14;RARRES2;S100A8;AQP1;TLR4;SELP;CTSG;S100A12;ELANE;GBP4;FGR;GNLY;DEFB1;LCN2;TREM2;SLAMF8;COLEC12;LYZ;PLA2G2A;STAB1;OAS2;FCER1G;GBP2;SERPINE1;ANG;NLRP1;ROMO1;ISG15;RNASE2
ncRNA export from nucleus (GO:0097064)	0.009245276901261172	-0.547576947831824	-2.2022593865050815	41.51%	NUP210;NUP155;NUP205;NUP50;RANBP2;NUP58;NDC1;NUP188;POM121;NUP160;TPR;SEH1L;NOL6;NUP93;NUP98;NUP214;XPOT;TSC1;NUP107;POM121C;NUP153
regulation of cardiac muscle contraction (GO:0055117)	8.139451316953459e-05	0.7038048361905271	2.2014193641545963	10.41%	TNNI3;RYR2;GJA5;PLN;TNNI3K;SCN5A;ADRA1A;NPPA;KCNQ1;CAV3;SLC8A1
centromere complex assembly (GO:0034508)	0.009006058730711048	-0.5439343898501573	-2.201003122205307	31.37%	CENPF;HELLS;CENPE;KNL1;DLGAP5;CENPK;CENPU;CENPI;RSF1;CENPL;ITGB3BP;MIS18BP1;CENPO;CENPP;CENPC;SMARCA5;RBBP4
regulation of inflammatory response to antigenic stimulus (GO:0002861)	9.94821827627645e-05	0.5985820858767961	2.198955080904364	13.55%	RAMP3;CD163;HRH2;AVPR2;RAMP1;ADCYAP1R1;VIP;PTGIR;PTGDR;HCK;FCGR3A;RAMP2;FGR;TSHB;TREM2;POMC;CYSLTR2;ADCY5;ADCY4;PTH1R;VIPR2;GLP1R;CALCRL;GPR27;ADM
